node_id,stop_id,route_id,stop_lat,stop_lon,cluster_id,mode
47,2172,63,43.364433,-80.293766,596,bus
48,2173,63,43.36469233333333,-80.29198099999999,289,bus
49,1504,63,43.361487499999996,-80.29028650000001,290,bus
50,1505,63,43.357907,-80.289683,291,bus
51,1506,63,43.357237999999995,-80.292113,292,bus
52,1507,63,43.3565225,-80.2966095,293,bus
53,2301,63,43.356291,-80.300783,643,bus
54,2302,63,43.35654,-80.303112,644,bus
55,2304,63,43.357154,-80.30798,645,bus
56,2125,63,43.359091,-80.310891,327,bus
57,2343,57,43.374908,-80.340044,668,bus
58,2342,57,43.3739,-80.33656400000001,667,bus
59,2341,57,43.372411,-80.333751,120,bus
60,2340,57,43.371289000000004,-80.33251050000001,119,bus
61,2197,57,43.369507,-80.330414,611,bus
62,2198,57,43.367766,-80.328286,612,bus
63,2199,57,43.366732,-80.327051,613,bus
64,2200,57,43.363908,-80.322997,614,bus
65,2607,57,43.362691,-80.32152,765,bus
66,2608,57,43.362518,-80.318839,766,bus
67,2620,57,43.361222999999995,-80.3187605,606,bus
68,2632,57,43.359548,-80.318773,777,bus
69,2212,57,43.358825,-80.31328,620,bus
70,1522,57,43.35736175,-80.31318933333334,296,bus
71,1732,57,43.3903385,-80.403539,394,bus
72,1734,57,43.391016,-80.41000249999999,391,bus
73,1728,57,43.387951,-80.4115035,392,bus
74,3388,57,43.383505,-80.40047,987,bus
75,3888,57,43.385293,-80.398107,1141,bus
76,3525,57,43.385799500000005,-80.39049700000001,1025,bus
77,1685,57,43.3841475,-80.3859395,364,bus
78,1688,57,43.3833965,-80.37910199999999,365,bus
79,2186,57,43.359043,-80.315079,604,bus
80,2187,57,43.35877933333333,-80.317657,605,bus
81,2188,57,43.361222999999995,-80.3187605,606,bus
82,2189,57,43.363594,-80.318669,607,bus
83,2190,57,43.366578,-80.320857,608,bus
84,2191,57,43.368322,-80.324861,609,bus
85,2192,57,43.370481,-80.326133,610,bus
86,1232,57,43.370773,-80.328328,118,bus
87,1233,57,43.371289000000004,-80.33251050000001,119,bus
88,1234,57,43.372411,-80.333751,120,bus
89,3805,57,43.3739,-80.33656400000001,667,bus
90,3792,57,43.374908,-80.340044,668,bus
