geometry_id,geometry
540,"LINESTRING (555768.092004113 4804257.532643042, 555745.1100844711 4804235.296759501, 555737.8093906324 4804226.795658117, 555732.6753290866 4804220.755846469, 555716.0010151751 4804199.738282338, 555702.6244314064 4804181.524551336, 555688.7947727086 4804159.308813915, 555675.1796287043 4804140.537855096, 555662.4754751183 4804119.331027081, 555650.5038492604 4804097.686004246, 555646.5163393649 4804090.100813949, 555638.5742210114 4804070.932413675)"
541,"LINESTRING (555638.5742210114 4804070.932413675, 555625.7970525402 4804048.725485355, 555625.7970525402 4804048.725485355, 555618.9439531702 4804035.008206497, 555612.8261825995 4804020.519541997, 555606.8012644659 4804004.587818406, 555603.3252161638 4803993.897079559, 555598.5809955329 4803969.97931123, 555597.6870822324 4803950.646850562, 555597.7002260926 4803939.207386108, 555598.5288173666 4803927.108250069, 555600.0854659526 4803915.126170115, 555602.5321690444 4803903.2624799935, 555605.7069375768 4803891.515847259, 555609.6088610573 4803879.997329179, 555614.317111501 4803868.929706306, 555619.6715261909 4803858.089534031, 555625.8331880524 4803847.589203963, 555632.6391905167 4803837.538440542, 555658.844762431 4803802.991316954, 555668.4203470541 4803791.075321874, 555676.3714253415 4803779.701271102, 555683.6772895794 4803767.988720027, 555690.3397683324 4803755.7155540725, 555696.1941157689 4803743.213604657, 555699.583728741 4803734.911763968, 555699.583728741 4803734.911763968, 555700.9890910677 4803731.480372605, 555706.4808145277 4803718.753314595)"
542,"LINESTRING (555706.4808145277 4803718.753314595, 555709.5064588358 4803700.563799408, 555714.2296447178 4803687.719346666, 555719.5980957696 4803675.213410195, 555725.7738140041 4803663.047327675, 555732.675803212 4803651.220433091, 555740.3031500139 4803639.843784863, 555745.7105345627 4803632.4471245175, 555752.9100125192 4803623.84355477, 555761.4100940701 4803614.695407595, 555770.471700092 4803606.218288776, 555780.0957469804 4803598.301144323, 555790.2003169188 4803591.054363991, 555799.3200614437 4803585.354358207, 555811.7691021832 4803578.6822915, 555823.0722296551 4803573.444608947, 555827.2170283181 4803571.812898558, 555838.9970056862 4803567.689820598, 555855.4823882709 4803562.717150617, 555996.4863552074 4803527.011109632, 556001.1163128819 4803525.494589577, 556012.0073085951 4803521.142314267, 556022.5798381463 4803516.121032524, 556032.8348249114 4803510.319686627, 556042.6084261569 4803503.959043818, 556051.9024855087 4803496.816989572, 556060.7151616528 4803489.115634359, 556069.0464550464 4803480.8549763085, 556076.7343620891 4803472.0336691, 556083.7779602465 4803462.762766776, 556090.1781701237 4803452.931211142, 556096.0141486219 4803442.761785335, 556101.0438089402 4803432.141414012, 556105.3463063745 4803421.2928804485, 556107.8390925045 4803413.761237382, 556120.5738693918 4803367.886559687)"
543,"LINESTRING (556120.5738693918 4803367.886559687, 556118.329679697 4803369.867069774, 556133.9387610693 4803304.691179912, 556171.7997771243 4803154.958559058, 556186.7068693672 4803076.893556366)"
544,"LINESTRING (556245.2078562367 4802905.342363854, 556250.3267042207 4802888.947525702, 556277.587928585 4802796.54727711, 556281.2235856822 4802788.025641239, 556285.5017839038 4802780.175741561, 556290.4252993735 4802772.664410968, 556295.9932084397 4802765.602706945, 556302.2855973459 4802759.102362055, 556383.7418692984 4802686.923605052, 556390.8473096008 4802680.096932475, 556397.1454292377 4802672.930338693, 556402.7181649826 4802665.313441493, 556407.7275388541 4802657.247591419, 556412.0115261344 4802648.731434833, 556416.3987852561 4802637.550611398, 556427.672224012 4802577.892396088)"
545,"LINESTRING (556427.672224012 4802577.892396088, 556433.991212161 4802577.945157247, 556440.827157555 4802554.900969106, 556485.3806292666 4802405.4481081655)"
546,"LINESTRING (556486.7046567686 4802183.998007487, 556481.1450799556 4802180.286445366, 556470.8945356768 4802165.873575873, 556461.6170882251 4802151.357787544, 556453.0724720153 4802136.403878431, 556445.3407808903 4802121.123578285, 556367.4441267244 4801959.875443588)"
547,"LINESTRING (556367.4441267244 4801959.875443588, 556353.5780896188 4801931.993915738, 556280.6907668082 4801781.672901401, 556269.5750588692 4801754.2587187225, 556263.8689890767 4801738.884447554, 556257.9860597359 4801725.285727947, 556254.0014529182 4801717.255990398, 556208.6336767415 4801696.776118319, 556248.6595515811 4801628.888217697)"
548,"LINESTRING (556248.6595515811 4801628.888217697, 556191.5696919457 4801624.554001455, 556191.5696919457 4801624.554001455, 556155.7035458856 4801572.167179742, 556071.9731738177 4801448.302771755, 556044.6783467882 4801407.649343778, 555952.241367597 4801268.054413013, 555952.241367597 4801268.054413013, 555941.856710612 4801259.749789671)"
549,"LINESTRING (555941.856710612 4801259.749789671, 555912.7037897067 4801208.419472584, 555885.2412801955 4801168.2096044505, 555856.882522939 4801128.547769155, 555819.9384340101 4801078.486287458, 555812.2319164858 4801069.64866624, 555803.1982641269 4801054.691616898, 555800.895109967 4801049.008378677, 555799.7318844703 4801042.668168137, 555798.9184414264 4801033.221070488, 555792.6988121954 4801020.952779876)"
550,"LINESTRING (555792.6988121954 4801020.952779876, 555798.6786294165 4801023.001263285, 555798.3806956832 4801010.004392965, 555796.8752993373 4800897.818000447, 555795.0168994258 4800848.046297977, 555794.8722429419 4800845.934901381, 555793.5798919387 4800835.595349905, 555791.6365189536 4800825.583617565, 555788.8008527134 4800815.675587823, 555784.9154025379 4800805.314646112, 555774.24830542 4800782.014426678, 555762.1316714855 4800757.591640309, 555755.5894027794 4800745.098607791, 555711.2228481664 4800759.504368398, 555655.3633975369 4800729.473811563)"
551,"LINESTRING (556381.2846130391 4805063.228983509, 556384.7943862072 4805064.813186175, 556450.4895826989 4804801.584462461, 556454.6343375382 4804702.994095408)"
552,"LINESTRING (556186.7068693672 4803076.893556366, 556194.1410114003 4803079.176650484, 556237.4908928487 4802932.15558266, 556245.2078562367 4802905.342363854)"
553,"LINESTRING (556485.3806292666 4802405.4481081655, 556494.209875508 4802371.758508916, 556494.209875508 4802371.758508916, 556541.3975611613 4802212.7765515065, 556511.397799209 4802205.639715969, 556505.1100274313 4802201.810981622, 556497.5398968 4802196.305578162, 556494.8048028003 4802193.950378524, 556494.8048028003 4802193.950378524, 556490.541515797 4802190.249642998, 556486.7046567686 4802183.998007487)"
554,"LINESTRING (545199.8526318027 4807857.985998835, 545272.4995497919 4807902.650982684, 545273.1176015598 4807894.99186314, 545275.125927419 4807885.231897831, 545277.4424004821 4807877.806299506, 545324.8805310512 4807889.786297019, 545330.7375091829 4807873.499553252, 545371.7453284363 4807818.466386599, 545382.6803205833 4807793.4399501495, 545398.5209192056 4807797.32261525, 545427.0248695147 4807808.065336087, 545449.6966833475 4807819.324200452, 545467.0310555164 4807829.769740343, 545479.4402445675 4807838.2940742085, 545486.5367573927 4807842.340138955, 545552.7209638227 4807895.429981939, 545571.4003385724 4807910.438415253, 545670.1204083574 4807988.182897847, 545680.0264735409 4807995.691109774, 545728.0685773444 4808037.77584735, 545776.3062000886 4808086.748108072, 545787.7002208785 4808101.59667032, 545743.2811820547 4808134.169706373, 545720.7981322084 4808155.008020091, 545712.3189330767 4808163.946583708, 545706.9141417125 4808173.128109711, 545702.7032174958 4808185.316401046, 545700.8299094642 4808198.96433549, 545705.472444001 4808218.653758121, 545713.3289453614 4808229.924250007, 545725.4837140896 4808240.002200808, 545737.0210143444 4808245.633507814, 545751.9752468365 4808248.733580385, 545766.3097931544 4808247.720187964, 545778.3037620934 4808245.691385195, 545798.0288491098 4808237.606670931, 545821.8972042949 4808227.328913179, 545864.6723861647 4808210.293901465, 545911.7295189358 4808194.5099791, 545947.5325743773 4808179.093974733, 546050.2689847837 4808141.589096161, 546198.1782845458 4808091.955984685, 546275.7335679828 4808067.498516313, 546449.9431872527 4808007.833606335, 546551.2699109544 4807975.990752654, 546782.6965060527 4807895.960750056, 546841.0707487364 4807871.487818232, 546906.2782926228 4807842.28721198, 546971.1811665187 4807810.419614605, 547046.2737911073 4807768.517011136, 547198.7828493066 4807676.956174769, 547353.8196002654 4807583.417354269, 547413.1080675448 4807544.73975582, 547470.3104174411 4807503.493562239, 547545.1308092809 4807443.713488666, 547709.2003663458 4807310.708177676, 547763.9424841481 4807263.005424746, 547821.992773086 4807216.992484345, 547903.5830230308 4807151.044802445, 547968.4992496702 4807107.525211454, 548045.2089876819 4807056.537942398, 548113.4390175926 4807002.714516332, 548220.6273944583 4806912.963667181, 548256.8665289701 4806883.5690242015, 548288.0220669433 4806863.134252639, 548440.3935651215 4806784.7054259665, 548474.4412051112 4806756.295766236, 548553.7029399613 4806666.793857574, 548582.9937778442 4806624.467717631, 548601.6934097091 4806596.892265136)"
555,"LINESTRING (548601.6934097091 4806596.892265136, 548602.5367310009 4806597.842367867, 548675.8842878835 4806498.081539487, 548711.0734322793 4806446.469236779, 548746.9926054399 4806394.751322934, 548799.5981287566 4806319.831096185, 548806.3048697355 4806310.5503403405, 548888.6213465013 4806370.786518386, 548915.4664675199 4806387.085048177, 548930.3280241222 4806392.190567003, 548941.9710450994 4806394.496221361, 548956.701240557 4806395.380472886, 548972.013503405 4806394.158792491, 548989.2049189231 4806390.618472172, 548997.1678169861 4806386.789079373, 549010.8946489732 4806380.891355304, 549032.275903421 4806369.051879606, 549097.4802013973 4806488.362691744, 549146.937803761 4806516.32164336)"
556,"LINESTRING (549146.937803761 4806516.32164336, 549141.6998011759 4806464.694964805, 549141.6998011759 4806464.694964805, 549141.6998011759 4806464.694964805, 549180.3922074318 4806443.985940017, 549176.317171482 4806436.515062471, 549118.9279421733 4806322.702407568, 549234.1946488754 4806299.9413267905)"
557,"LINESTRING (549457.7103173933 4806112.935458428, 549463.6276038579 4806112.090310996, 549462.6197522772 4806105.974486976, 549445.4168399993 4806011.44532047, 549491.387949886 4805992.457289091, 549596.6331192467 4805951.470117478, 549708.2330149505 4805905.422475935, 549752.0880994005 4805877.09136473)"
558,"LINESTRING (549752.0880994005 4805877.09136473, 549755.7465356223 4805886.114393561, 549927.283988497 4805816.522799499, 550062.6870192719 4805760.772443323, 550117.7884213642 4805734.081950996, 550168.0441725845 4805705.689956436, 550184.6471671466 4805694.484951743, 550268.8999236225 4805635.471054035, 550407.9124887178 4805530.997890598, 550500.7923028711 4805455.947157277, 550546.2928390622 4805414.194846514, 550566.2380869337 4805371.399936517)"
559,"LINESTRING (550566.2380869337 4805371.399936517, 550608.0451682338 4805354.350335692, 550612.6917564282 4805350.275841891, 550612.6917564282 4805350.275841891, 550618.3977353373 4805345.320790892, 550629.3113542147 4805337.072907171, 550640.6257308403 4805329.383359727, 550654.6157777702 4805321.269651018, 550718.1375005754 4805295.646716366, 550741.6966537866 4805285.8280606605, 550761.4431512783 4805276.869326534, 550780.7096689409 4805267.12960086, 550795.9163855773 4805258.803204925, 550866.5181545822 4805218.019315657, 550872.1283926812 4805215.062883558, 550885.2248254577 4805207.387164932, 550897.9222443763 4805198.931024625, 550910.2198149777 4805189.805516826, 550918.613589162 4805182.871849404, 550932.5920148394 4805197.859673659, 550969.1453464128 4805247.6694658995, 550972.9946663273 4805252.696346103, 550978.039396839 4805260.286696859, 550982.2718021557 4805268.204107017, 550983.7067999992 4805271.2136363415, 551025.6828401677 4805374.930159317, 551047.2783890236 4805410.633484399, 551050.7277031548 4805414.991011698, 551054.8298751519 4805418.687100095, 551057.4870349325 4805420.706322222, 551067.5056305656 4805423.780780314, 551075.8354411905 4805425.28759941, 551084.331405033 4805426.2403716585, 551090.4857288208 4805426.286934059, 551137.0293065752 4805418.4206042895, 551145.2232302288 4805416.483531599, 551153.0055378111 4805415.431853402, 551160.700138392 4805415.268022456, 551168.4698266416 4805415.882209268, 551176.071665668 4805417.272572946, 551180.5170414435 4805418.416894129, 551267.9177434867 4805447.734144576, 551274.3031758657 4805449.337510014, 551280.775486897 4805450.164101087, 551287.3355223164 4805450.102861538, 551295.1135977791 4805449.606629645, 551302.3357997163 4805447.662365638, 551307.2923170808 4805445.478767509, 551310.3036835693 4805443.502517581, 551334.40312215 4805426.582001339, 551456.4071454568 4805335.772646579, 551540.2407087794 4805291.320445434)"
560,"LINESTRING (551540.2407087794 4805291.320445434, 551534.6004901115 4805276.950280524, 551548.2029559504 4805266.725251037, 551632.5054142004 4805203.508118285, 551740.5470792465 4805128.5901262835, 551851.0376777974 4805051.471375701, 551962.3779296137 4804974.7774248)"
561,"LINESTRING (551962.3779296137 4804974.7774248, 551988.3111516506 4804956.790446728, 551988.3111516506 4804956.790446728, 552070.7212998734 4804898.450891006, 552180.4173269543 4804820.331741125, 552361.1070117851 4804694.896189398, 552385.6727121191 4804681.203801583, 552392.8142147377 4804679.371124701, 552403.2141651335 4804669.900385509)"
562,"LINESTRING (552403.2141651335 4804669.900385509, 552408.287926529 4804668.384871016, 552549.3457168902 4804568.191357926, 552675.8798283895 4804482.21459525, 552787.0197116171 4804407.670401899, 552892.8053307341 4804334.52989744, 552928.2064966477 4804362.212027674)"
563,"LINESTRING (552928.2064966477 4804362.212027674, 552920.3247962894 4804316.30896394, 553025.1936153211 4804246.828396983, 553138.5437983315 4804170.308100207, 553309.8728877481 4804055.152725994, 553359.8462811791 4804014.564955797, 553398.9071711036 4803981.443578845, 553437.4859821672 4803947.874356907, 553470.2819140858 4803918.368915936, 553534.891231147 4803860.794537081, 553601.306505391 4803800.347447286, 553664.5287406334 4803744.318161724, 553791.306540066 4803631.486538545, 553855.6402597252 4803578.688686866, 553967.1726298634 4803488.951008745, 554067.6944136829 4803408.90058709, 554355.773428406 4803180.366794717)"
564,"LINESTRING (554355.773428406 4803180.366794717, 554360.8742253943 4803175.687636761, 554374.4896842745 4803164.912978923, 554431.9057401828 4803117.173752591, 554500.7884216054 4803064.085372081, 554570.4164981757 4803009.11562201, 554697.2944255245 4802907.518846349, 554938.2455031407 4802716.223037899, 555030.3261847686 4802640.893755569, 555106.7358631667 4802579.987215862, 555176.8717274491 4802523.583901101, 555203.0166490749 4802506.693627017, 555240.6000381912 4802448.359203112)"
565,"LINESTRING (555240.6000381912 4802448.359203112, 555256.7703763125 4802462.374316907, 555327.0825619954 4802404.530145066, 555376.1463146843 4802359.284866226, 555387.9726911804 4802349.719248408, 555537.2426337885 4802227.774703265, 555564.3392193959 4802203.785554992, 555596.8123725145 4802176.286702166, 555680.6965413113 4802104.341647032, 555842.1252683325 4801973.285586168, 555878.0126853802 4801944.705625466, 555913.8101996102 4801917.235743049, 555985.2137079863 4801865.960046273, 556009.0918462184 4801849.38724595, 556040.4728791415 4801826.990353794, 556071.3735160803 4801803.923238416, 556101.7937610126 4801780.18589326, 556112.7244801561 4801771.391528676, 556169.0698320961 4801728.655720615, 556208.6336767415 4801696.776118319, 556248.6595515811 4801628.888217697)"
566,"LINESTRING (556248.6595515811 4801628.888217697, 556191.5696919457 4801624.554001455, 556191.5696919457 4801624.554001455, 556155.7035458856 4801572.167179742, 556071.9731738177 4801448.302771755, 556044.6783467882 4801407.649343778, 555943.4376002335 4801254.765015416, 555912.7037897067 4801208.419472584, 555885.2412801955 4801168.2096044505, 555856.882522939 4801128.547769155, 555819.9384340101 4801078.486287458, 555812.2319164858 4801069.64866624, 555803.1982641269 4801054.691616898, 555800.895109967 4801049.008378677, 555799.7318844703 4801042.668168137, 555798.9184414264 4801033.221070488, 555792.6988121954 4801020.952779876)"
567,"LINESTRING (555792.6988121954 4801020.952779876, 555798.6786294165 4801023.001263285, 555798.3806956832 4801010.004392965, 555796.8752993373 4800897.818000447, 555795.0168994258 4800848.046297977, 555794.8722429419 4800845.934901381, 555793.5798919387 4800835.595349905, 555791.6365189536 4800825.583617565, 555788.8008527134 4800815.675587823, 555784.9154025379 4800805.314646112, 555774.24830542 4800782.014426678, 555762.1316714855 4800757.591640309, 555755.5894027794 4800745.098607791, 555711.2228481664 4800759.504368398, 555655.3633975369 4800729.473811563)"
568,"LINESTRING (555655.3633975369 4800729.473811563, 555661.8096582163 4800688.016976647, 555661.8096582163 4800688.016976647, 555661.8096582163 4800688.016976647, 555661.8096582163 4800688.016976647, 555660.9274114427 4800686.899082468, 555657.7097662438 4800683.984954906, 555655.7740594279 4800682.858391185, 555653.9175593536 4800681.95460638, 555649.7966394166 4800680.476871221, 555647.6933764718 4800680.0153104905, 555616.8972118957 4800680.095153542, 555599.7978455905 4800680.065608265, 555595.481253895 4800633.383564595, 555592.7193214447 4800565.168045092, 555589.6479774121 4800485.288356335, 555590.2426267898 4800481.961348413, 555592.5965815722 4800471.651820947, 555595.8410475604 4800461.460678024, 555600.6398545012 4800449.50530411, 555603.2860308697 4800443.085394523, 555607.7333160528 4800434.459031165, 555612.7442280825 4800426.281558105, 555618.3998065271 4800418.5536430115, 555621.345504894 4800415.134909668, 555628.482633577 4800404.642607821, 555635.7946517633 4800392.596867319, 555642.3800863918 4800380.2119670855, 555648.4866205096 4800366.934627082, 555657.0139866197 4800335.24072469, 555611.079454785 4800323.201237212, 555575.2464421741 4800314.688021101, 555526.2994836827 4800304.29030892, 555489.6431161256 4800297.3256743485, 555466.0923832506 4800293.245284336, 555421.2262862895 4800289.212403945, 555370.5234404745 4800285.3541612085, 555312.2792759668 4800281.989936148, 555301.9448057795 4800259.831640461)"
569,"LINESTRING (555301.9448057795 4800259.831640461, 555272.180782688 4800279.662985401, 555263.515845791 4800278.814737137, 555263.515845791 4800278.814737137, 555243.5125494837 4800276.985373804, 555217.8455009583 4800273.999196683, 555125.7109472934 4800252.367767375, 555064.6438945989 4800237.321058931, 555038.6759625493 4800231.445478325, 554949.5397101959 4800209.729806401, 554859.2692289493 4800187.895056805, 554840.8260673464 4800183.525098069, 554840.8260673464 4800183.525098069, 554812.7074547563 4800177.966143119)"
570,"LINESTRING (554812.7074547563 4800177.966143119, 554736.798534952 4800159.026018003, 554687.9419757186 4800147.191330218, 554638.4378142714 4800135.240704054, 554590.3085065959 4800123.634728323, 554499.1371704406 4800102.686058613, 554493.4767484607 4800101.085572439, 554388.2805897049 4800075.471855137)"
571,"LINESTRING (554001.7565741686 4799980.026219608, 554005.4814733671 4799980.444678441, 553993.2678355753 4799977.348480947, 553787.8004495034 4799927.510304378, 553795.7069558058 4799870.931262154)"
572,"LINESTRING (549234.1946488754 4806299.9413267905, 549279.0259516618 4806286.99647491, 549281.6209635237 4806286.460106309, 549348.6078338212 4806283.284402982, 549370.4303241892 4806277.668714238, 549405.9293779499 4806262.046484566, 549488.3994841411 4806212.339220126, 549474.3041153661 4806180.027762583, 549457.7103173933 4806112.935458428)"
573,"LINESTRING (554388.2805897049 4800075.471855137, 554352.7311567068 4800066.634259012, 554156.0082798532 4800018.521016096, 554001.7565741686 4799980.026219608)"
574,"LINESTRING (553795.7069558058 4799870.931262154, 553840.1720592409 4799752.670199462, 553846.2717083091 4799719.511042069, 553859.7449580389 4799625.548312118, 553862.7001194081 4799610.689458909, 553866.7186459928 4799594.617386316, 553871.3838086466 4799578.77259071, 553875.2824089921 4799567.586320485, 553899.8420557963 4799486.150984157, 553927.3054292715 4799396.409193305, 553937.5814739476 4799368.170167851, 553940.6299414607 4799361.974971256, 553944.4898100448 4799355.675183273, 553948.9945520227 4799349.824789956, 553954.2243336894 4799344.535494435, 553959.7738994979 4799339.804066077, 553966.0467333129 4799335.855849241, 553972.6393498011 4799332.465501941, 553979.4680382619 4799329.965544817, 553986.6156200481 4799328.134514443, 553993.9182179635 4799327.193229038, 554001.944961625 4799326.924106893, 554090.5802705982 4799321.856929647, 554123.1798263026 4799320.007458716, 554127.3953905554 4799319.930121955, 554135.9129028572 4799319.109772079, 554144.274535969 4799317.510747313, 554152.4802926433 4799315.13304706, 554156.3012708041 4799313.719818885, 554167.6065577131 4799308.923572031, 554191.5246824123 4799298.008856631, 554198.51372243 4799285.625832689)"
575,"LINESTRING (554198.51372243 4799285.625832689, 554202.0221725877 4799292.873008327, 554215.0429656187 4799286.424644957, 554229.6126725288 4799278.878095666, 554280.9103519217 4799340.929225024, 554290.1465793048 4799351.554286319, 554302.9863921582 4799367.650353725, 554315.417323339 4799384.187414755, 554327.0332289538 4799401.273268344, 554337.9979967545 4799418.687101322, 554402.4062234161 4799503.168118325)"
576,"LINESTRING (554402.4062234161 4799503.168118325, 554394.0972272772 4799508.321250793, 554401.1393602875 4799519.595208109, 554441.7939298688 4799584.338625776, 554489.4049192822 4799660.799925019, 554427.9949370312 4799697.622621853, 554351.0441740432 4799741.984310257, 554353.1851335632 4799747.887836469, 554356.02605697 4799757.4620576445, 554357.7457125382 4799765.361329145, 554358.7056065093 4799777.030628291, 554359.1711894184 4799789.695520025, 554358.7443748099 4799802.46430341, 554357.508890577 4799815.004463175, 554355.5440017342 4799827.538762081, 554352.688514199 4799839.9548427295, 554349.1873526782 4799852.032548599, 554344.2149026833 4799865.653314003, 554339.3761536154 4799872.72245584, 554334.6291641678 4799878.459585332, 554329.3202215863 4799883.525828114, 554323.3682809391 4799887.920534622, 554317.0146920843 4799891.867770062, 554310.3440657961 4799894.923964006, 554299.5472233002 4799907.1652461905)"
577,"LINESTRING (554299.5472233002 4799907.1652461905, 554297.1863156661 4799898.372338957, 554221.897780618 4799917.759690799, 554210.1196551692 4799920.997167633, 554199.9739941646 4799922.803930193, 554189.8345667771 4799923.83331892, 554179.5392810662 4799924.08403551, 554169.3321555716 4799923.446972218, 554159.131252832 4799922.032535347, 554155.0042201577 4799921.222053346, 554038.3398005718 4799895.077796599, 554034.2893469956 4799894.823313835, 554030.3128410769 4799895.457925376, 554026.4922159056 4799896.871222833, 554023.0706062093 4799899.06514775, 554020.2127624472 4799901.707827309, 554017.9169107452 4799905.021371932, 554016.4279578014 4799908.7856115075, 553997.087154851 4799965.93951609, 553997.087154851 4799965.93951609, 554001.7565741686 4799980.026219608)"
578,"LINESTRING (554001.7565741686 4799980.026219608, 554156.0082798532 4800018.521016096, 554388.2805897049 4800075.471855137)"
579,"LINESTRING (554388.2805897049 4800075.471855137, 554424.721398371 4800084.316812169, 554493.4767484607 4800101.085572439, 554499.1371704406 4800102.686058613, 554590.3085065959 4800123.634728323, 554638.4378142714 4800135.240704054, 554687.9419757186 4800147.191330218, 554736.798534952 4800159.026018003, 554781.1274078983 4800169.491633775, 554781.1274078983 4800169.491633775, 554812.7074547563 4800177.966143119)"
580,"LINESTRING (554812.7074547563 4800177.966143119, 554859.2692289493 4800187.895056805, 554949.5397101959 4800209.729806401, 555038.6759625493 4800231.445478325, 555064.6438945989 4800237.321058931, 555125.7109472934 4800252.367767375, 555217.8455009583 4800273.999196683, 555243.5125494837 4800276.985373804, 555272.180782688 4800279.662985401, 555296.319831971 4800281.193056646, 555296.319831971 4800281.193056646, 555301.9448057795 4800259.831640461)"
581,"LINESTRING (555301.9448057795 4800259.831640461, 555312.2792759668 4800281.989936148, 555370.5234404745 4800285.3541612085, 555421.2262862895 4800289.212403945, 555466.0923832506 4800293.245284336, 555489.6431161256 4800297.3256743485, 555526.2994836827 4800304.29030892, 555575.2464421741 4800314.688021101, 555611.079454785 4800323.201237212, 555657.0139866197 4800335.24072469, 555648.4866205096 4800366.934627082, 555642.3800863918 4800380.2119670855, 555635.7946517633 4800392.596867319, 555628.482633577 4800404.642607821, 555621.345504894 4800415.134909668, 555618.3998065271 4800418.5536430115, 555612.7442280825 4800426.281558105, 555607.7333160528 4800434.459031165, 555603.2860308697 4800443.085394523, 555600.6398545012 4800449.50530411, 555595.8410475604 4800461.460678024, 555592.5965815722 4800471.651820947, 555590.2426267898 4800481.961348413, 555589.6479774121 4800485.288356335, 555592.7193214447 4800565.168045092, 555595.481253895 4800633.383564595, 555599.7978455905 4800680.065608265, 555616.8972118957 4800680.095153542, 555628.6254262101 4800781.370239762, 555655.3633975369 4800729.473811563)"
582,"LINESTRING (549146.937803761 4806516.32164336, 549108.0990759302 4806508.986502832, 549097.4802013973 4806488.362691744, 549032.275903421 4806369.051879606, 549010.8946489732 4806380.891355304, 548997.1678169861 4806386.789079373, 548989.2049189231 4806390.618472172, 548972.013503405 4806394.158792491, 548956.701240557 4806395.380472886, 548941.9710450994 4806394.496221361, 548930.3280241222 4806392.190567003, 548915.4664675199 4806387.085048177, 548888.6213465013 4806370.786518386, 548806.3048697355 4806310.5503403405, 548799.5981287566 4806319.831096185, 548746.9926054399 4806394.751322934, 548711.0734322793 4806446.469236779, 548675.8842878835 4806498.081539487, 548601.6934097091 4806596.892265136)"
583,"LINESTRING (548601.6934097091 4806596.892265136, 548602.5367310009 4806597.842367867, 548582.9937778442 4806624.467717631, 548553.7029399613 4806666.793857574, 548474.4412051112 4806756.295766236, 548440.3935651215 4806784.7054259665, 548403.2848242165 4806810.98311564, 548364.8961213983 4806835.141648513, 548325.0663092446 4806857.068830328, 548281.2268058731 4806884.964927964, 548243.4977468282 4806918.902348998, 548224.286519034 4806944.753649932, 548200.4949886175 4806988.453334079, 548177.8090135122 4807081.47269115, 548171.8723467288 4807107.863162827, 548171.5431718086 4807131.294978398, 548176.831736925 4807150.324399538, 548186.8458951835 4807165.167194296, 548205.367593803 4807179.071206685, 548228.3156275693 4807185.343595113, 548251.2422153323 4807183.286226992, 548273.6704398117 4807171.674002761, 548286.9871675816 4807154.8877815595, 548295.2060456966 4807137.731915863, 548295.0063005126 4807109.076380705, 548286.4218089487 4807086.802471272, 548271.7129818557 4807071.814886304, 548251.3814558649 4807061.896003565, 548228.8949599387 4807058.958714081, 548190.146246952 4807065.789913965, 548141.6319661228 4807079.659660097, 548059.8327221923 4807106.286938378, 547985.0158182955 4807141.627704886, 547908.1245456942 4807184.173616989, 547834.5140877643 4807232.296763835, 547806.5951415505 4807253.422895718, 547590.740185848 4807427.930957998, 547525.2819768514 4807480.224226625, 547486.5420471273 4807509.271944038, 547457.907701915 4807528.8395879045, 547398.4460093024 4807569.070452876, 547156.1024191487 4807714.196804647, 547106.3461838409 4807744.613500448, 547054.6421930792 4807775.794410213, 547003.511514933 4807806.091206606, 546967.508092528 4807826.387005842, 546887.8164479095 4807866.259392038, 546838.0386593175 4807888.459286291, 546789.2418165089 4807909.33359986, 546735.4319201317 4807929.396101136, 546535.8123824289 4807998.873984912, 546463.1029322748 4808024.694601767, 546383.5846575323 4808051.91298938, 546108.6120316365 4808144.653068962, 546028.2925095247 4808171.092697236, 545965.2336605025 4808194.874300597, 545932.6040987774 4808207.868451428, 545897.931422149 4808223.73647137, 545850.5690479265 4808248.736561444, 545802.1253594414 4808278.061057635, 545763.5752050093 4808304.787514339, 545718.0040860063 4808340.351565864, 545658.5402592106 4808395.479854688, 545623.4934360235 4808431.004710094, 545582.0974635485 4808483.812513771, 545563.7312018652 4808518.561908849, 545547.8135696389 4808550.329211633, 545535.7429749906 4808575.791984219, 545530.2397986541 4808599.633171918, 545531.0926333622 4808617.186727596, 545537.4860150337 4808641.330343989, 545547.1865816833 4808667.162228587, 545555.4774355666 4808685.987699996, 545562.8689993192 4808694.14515208, 545571.8875606487 4808701.091921842, 545579.3098550922 4808704.696056222, 545591.0443763839 4808704.99748148, 545615.1774435429 4808703.1615183605, 545763.3347734503 4808638.527348433, 545793.6116839923 4808625.960681169, 545859.6038849729 4808598.643478314, 545957.9997714928 4808555.665718113, 545919.1096457504 4808465.99588952, 545902.6929017524 4808451.890339518)"
