geometry_id,geometry
32,"LINESTRING (555788.2172999997 4794105.3672, 555779.9455000004 4794068.691199999, 555776.9193000002 4794049.5451, 555774.0415000003 4794027.1796, 555773.3735999996 4793994.2563000005, 555773.9342999998 4793974.5403, 555775.4598000003 4793953.9145, 555777.3233000003 4793938.4877, 555780.0362 4793921.2412, 555785.1568999998 4793898.275900001, 555797.0555999996 4793859.833699999, 555803.4544000002 4793839.117900001, 555814.9985999996 4793804.914899999, 555826.0804000003 4793769.234099999)"
33,"LINESTRING (555820.1852000002 4794244.6654, 555788.2172999997 4794105.3672)"
34,"LINESTRING (555820.1852000002 4794244.6654, 555788.2172999997 4794105.3672)"
35,"LINESTRING (564987.1892999997 4797006.7432, 564882.2279000003 4797077.6987, 564568.2015000004 4797330.7072, 564528.2090999996 4797357.761700001, 564458.2265999997 4797400.743000001, 564385.2178999996 4797438.6952, 564310.2220000001 4797472.748299999, 564212.2035999997 4797505.6916000005, 564114.1935 4797530.7565)"
36,"LINESTRING (564987.1892999997 4797006.7432, 564882.2279000003 4797077.6987, 564568.2015000004 4797330.7072, 564528.2090999996 4797357.761700001, 564458.2265999997 4797400.743000001, 564385.2178999996 4797438.6952, 564310.2220000001 4797472.748299999, 564212.2035999997 4797505.6916000005, 564114.1935 4797530.7565)"
37,"LINESTRING (565132.2089999998 4796935.717599999, 565047.1860999996 4796973.7699, 564987.1892999997 4797006.7432)"
38,"LINESTRING (565132.2089999998 4796935.717599999, 565047.1860999996 4796973.7699, 564987.1892999997 4797006.7432)"
39,"LINESTRING (560848.4928000001 4798816.2248, 560932.7489 4798774.203400001, 560986.4046 4798747.368899999, 561118.4287999999 4798681.5123, 561285.2175000003 4798597.9893)"
40,"LINESTRING (560848.4928000001 4798816.2248, 560932.7489 4798774.203400001, 560986.4046 4798747.368899999, 561118.4287999999 4798681.5123, 561285.2175000003 4798597.9893)"
41,"LINESTRING (561452.4786 4798514.9944, 561453.3310000002 4798514.5754, 561502.4460000005 4798490.4311999995, 561624.2536000004 4798430.8333, 561745.5252999999 4798369.8257, 561805.8601000002 4798338.452099999)"
42,"LINESTRING (561452.4786 4798514.9944, 561453.3310000002 4798514.5754, 561502.4460000005 4798490.4311999995, 561624.2536000004 4798430.8333, 561745.5252999999 4798369.8257, 561805.8601000002 4798338.452099999)"
43,"LINESTRING (563392.1874000002 4797596.7031, 563319.1539000003 4797611.68, 563248.1902000001 4797630.7861, 563141.1673999997 4797665.768999999, 562971.1463000001 4797733.7151999995, 562840.1528000003 4797792.6932, 562646.1941 4797891.743000001, 562442.5787000004 4798000.410599999, 562178.3991 4798140.782299999)"
44,"LINESTRING (563392.1874000002 4797596.7031, 563319.1539000003 4797611.68, 563248.1902000001 4797630.7861, 563141.1673999997 4797665.768999999, 562971.1463000001 4797733.7151999995, 562840.1528000003 4797792.6932, 562646.1941 4797891.743000001, 562442.5787000004 4798000.410599999, 562178.3991 4798140.782299999)"
45,"LINESTRING (564114.1935 4797530.7565, 564069.1876999997 4797538.764900001, 563984.1895000003 4797549.7326, 563898.2018999998 4797554.7016, 563736.1628 4797558.720799999, 563622.2134999996 4797562.76, 563533.1831 4797570.6984, 563392.1874000002 4797596.7031)"
46,"LINESTRING (564114.1935 4797530.7565, 564069.1876999997 4797538.764900001, 563984.1895000003 4797549.7326, 563898.2018999998 4797554.7016, 563736.1628 4797558.720799999, 563622.2134999996 4797562.76, 563533.1831 4797570.6984, 563392.1874000002 4797596.7031)"
47,"LINESTRING (555736.4239999996 4796352.6063, 555742.5917999996 4796322.022500001, 555758.9516000003 4796268.8234, 555799.0924000004 4796153.356899999, 555832.1665000003 4796058.6261, 555903.0147000002 4795857.1272, 555930.5064000003 4795777.803300001, 555945.9013999999 4795730.9328000005, 555971.8839999996 4795643.7806, 555981.3668 4795610.647299999, 555991.5421000002 4795567.486099999, 555999.2520000003 4795531.453400001)"
48,"LINESTRING (555736.4239999996 4796352.6063, 555742.5917999996 4796322.022500001, 555758.9516000003 4796268.8234, 555799.0924000004 4796153.356899999, 555832.1665000003 4796058.6261, 555903.0147000002 4795857.1272, 555930.5064000003 4795777.803300001, 555945.9013999999 4795730.9328000005, 555971.8839999996 4795643.7806, 555981.3668 4795610.647299999, 555991.5421000002 4795567.486099999, 555999.2520000003 4795531.453400001)"
