origin_zone_id,dest_zone_id,bus,ion,transit_min_gc
40422,12507,,38.2259,38.2259
12710,40530,41.33449999999999,38.2259,38.2259
13138,40513,50.822,38.216,38.216
40511,13008,,38.2127,38.2127
40514,13008,,38.2127,38.2127
12904,40536,,38.1929,38.1929
21242,13006,43.8293,38.18959999999999,38.18959999999999
40513,12707,55.2242,38.1797,38.1797
40716,13136,49.3139,38.1797,38.1797
40909,12735,44.9051,38.17969999999999,38.17969999999999
13010,40755,,38.16980000000001,38.16980000000001
40434,12639,,38.169799999999995,38.169799999999995
13010,21661,,38.16650000000001,38.16650000000001
12636,40528,60.4382,38.166500000000006,38.166500000000006
21208,13009,45.4793,38.1632,38.1632
21208,12712,43.7435,38.1632,38.1632
40402,13138,62.4182,38.15,38.15
40716,13002,49.535,38.15,38.15
40737,12629,45.637699999999995,38.14339999999999,38.14339999999999
40731,13009,49.57130000000001,38.133500000000005,38.133500000000005
12536,40521,,38.1236,38.1236
40536,12712,53.31679999999999,38.1038,38.1038
40755,12710,49.535,38.0972,38.0972
40530,13138,49.647200000000005,38.0939,38.0939
13006,21218,46.1723,38.0906,38.0906
12636,40424,54.46190000000001,38.084,38.084
13136,40435,,38.0741,38.0741
13008,40506,45.212,38.070800000000006,38.070800000000006
40424,12518,51.2873,38.06419999999999,38.06419999999999
13002,40434,42.638,38.05760000000001,38.05760000000001
13011,21512,,38.05100000000001,38.05100000000001
40513,13011,55.3727,38.051,38.051
40405,13006,48.043400000000005,38.03779999999998,38.03779999999998
13011,21908,,38.031200000000005,38.031200000000005
21225,13010,45.83569999999999,38.01800000000001,38.01800000000001
40435,13010,51.112399999999994,38.0114,38.0114
13138,21218,45.1823,38.0048,38.0048
40903,12639,,37.9817,37.9817
13002,40406,38.8991,37.9652,37.9652
40909,12612,,37.96189999999999,37.96189999999999
40514,12904,,37.952,37.952
21208,12507,,37.952,37.952
40511,12904,,37.952,37.952
13009,21668,40.394000000000005,37.94540000000001,37.94540000000001
40909,12645,43.9052,37.9388,37.9388
12506,40521,,37.9322,37.9322
13008,40536,45.1988,37.9322,37.9322
21242,12712,43.413500000000006,37.9289,37.9289
21242,13009,45.1493,37.92889999999999,37.92889999999999
40402,12715,59.0654,37.9256,37.9256
40716,12707,49.05650000000001,37.9223,37.9223
40411,13008,,37.909099999999995,37.909099999999995
40909,12727,44.5751,37.90909999999999,37.90909999999999
13002,21610,40.394000000000005,37.905800000000006,37.905800000000006
13011,40423,,37.905800000000006,37.905800000000006
40436,13138,,37.9025,37.9025
40535,13009,,37.89920000000001,37.89920000000001
13006,21626,53.61049999999999,37.8992,37.8992
12701,40777,53.7755,37.89590000000001,37.89590000000001
40906,12629,45.3077,37.89589999999999,37.89589999999999
40536,12507,,37.892599999999995,37.892599999999995
40737,12639,,37.892599999999995,37.892599999999995
13005,40436,,37.889300000000006,37.889300000000006
40508,13008,,37.8827,37.8827
12637,40528,53.71939999999999,37.87940000000001,37.87940000000001
13010,40412,,37.86950000000001,37.86950000000001
40530,12715,46.2944,37.8695,37.8695
13136,40513,71.29190000000001,37.8629,37.8629
12715,40506,40.2092,37.856300000000005,37.856300000000005
