node_id,stop_id,route_id,stop_lat,stop_lon,cluster_id
1711,1837,16,43.3972415,-80.45803950000001,472
1712,1838,16,43.39593,-80.460583,482
1713,3843,16,43.394108,-80.464606,1354
1714,2016,16,43.393146,-80.4669965,617
1715,1840,16,43.3947575,-80.4679025,470
1716,1841,16,43.398677,-80.467424,469
1717,1842,16,43.401176666666665,-80.468019,415
1718,1844,16,43.404373500000005,-80.47353100000001,468
1719,1864,16,43.4075275,-80.4750905,453
1720,1865,16,43.41107233333333,-80.47606433333333,452
1721,1666,16,43.4140705,-80.47783,340
1722,3017,16,43.416217,-80.480117,1047
1723,3019,16,43.418701999999996,-80.4830235,1017
1724,3020,16,43.42105933333334,-80.48550666666667,1016
1725,2906,16,43.422937,-80.486743,999
1726,2907,16,43.425111,-80.48385999999999,1000
1727,2908,16,43.429297,-80.481339,1001
1728,3054,16,43.4319415,-80.479772,1013
1729,3055,16,43.432032,-80.4826875,1052
1730,3057,16,43.430552,-80.486981,1053
1731,3058,16,43.432796499999995,-80.488832,797
1732,2401,16,43.43648366666667,-80.49103266666667,742
1733,3105,16,43.438686000000004,-80.492949,978
1734,2367,16,43.44093,-80.497707,779
1735,2757,16,43.441266999999996,-80.501822,938
1736,2758,16,43.44061,-80.5054015,937
1737,2759,16,43.4400905,-80.50818,936
1738,2760,16,43.441095,-80.509327,935
1739,2762,16,43.4431915,-80.51205675,934
1740,2763,16,43.445113000000006,-80.512934,933
1741,2764,16,43.447671,-80.5142235,932
1742,2765,16,43.450292000000005,-80.51595900000001,931
1743,2766,16,43.4521045,-80.51714,960
1744,1958,16,43.454971,-80.5189665,572
1745,3281,16,43.457454,-80.516051,1141
1746,1904,16,43.46028,-80.5191325,524
1747,3229,16,43.423022,-80.4875365,113
1748,3800,14,43.4981801,-80.528983,72
1749,1205,14,43.499863000000005,-80.525674,119
1750,1207,14,43.503786000000005,-80.528508,120
1751,1208,14,43.505326,-80.52937299999999,121
1752,1210,14,43.507093,-80.526706,122
1753,1215,14,43.508948,-80.528475,127
1754,1216,14,43.51101,-80.530764,128
1755,1217,14,43.510248,-80.533955,129
1756,1218,14,43.50898,-80.5366,130
1757,1219,14,43.506604,-80.534457,131
1758,1220,14,43.505878,-80.535622,132
1759,3847,14,43.5035155,-80.5354135,1356
1760,1212,14,43.501630500000005,-80.5306325,124
1761,3493,12,43.42167633333333,-80.44168333333333,1212
1762,1854,12,43.420875,-80.444339,490
1763,1855,12,43.420386,-80.447358,491
1764,1856,12,43.4195865,-80.4516145,487
1765,1857,12,43.418279,-80.453084,492
1766,1858,12,43.416281999999995,-80.4506615,486
1767,1860,12,43.413074,-80.449514,494
1768,1861,12,43.412257,-80.4525265,485
1769,3608,12,43.411017,-80.457806,1252
1770,1862,12,43.4104195,-80.4599105,484
1771,1863,12,43.40879,-80.466706,495
1772,2061,12,43.4069505,-80.4743655,643
1773,2062,12,43.405927000000005,-80.478827,642
1774,2063,12,43.404496,-80.485265,644
1775,2064,12,43.40302,-80.491312,645
1776,3667,12,43.40235,-80.49677249999999,1216
1777,3668,12,43.4039805,-80.49742,1215
1778,2065,12,43.406479,-80.498965,646
1779,2066,12,43.4115185,-80.499764,639
1780,3190,12,43.413227,-80.50014,1110
1781,3191,12,43.4169365,-80.5010915,1108
1782,3192,12,43.419419500000004,-80.5016575,1107
1783,3193,12,43.4253885,-80.5045055,1106
1784,3194,12,43.4276295,-80.50634099999999,1060
1785,3195,12,43.430982,-80.5089495,1105
1786,3196,12,43.433467,-80.5100805,1104
1787,3197,12,43.43535,-80.5125115,1103
1788,3909,12,43.436126,-80.5149025,1392
1789,3910,12,43.439743,-80.52070633333334,1077
1790,3911,12,43.443694,-80.522479,1393
1791,3912,12,43.446875,-80.522949,1394
1792,3913,12,43.449383499999996,-80.52373850000001,1126
1793,3914,12,43.452433,-80.525711,1395
1794,2772,12,43.454399499999994,-80.52764199999999,930
1795,2773,12,43.455783,-80.5290775,928
1796,2774,12,43.45684,-80.530917,961
1797,2775,12,43.457422,-80.53467,962
1798,4053,12,43.459688,-80.537102,1455
1799,2778,12,43.46232,-80.538978,924
1800,2779,12,43.463956,-80.54061,923
1801,2780,12,43.4661615,-80.54043200000001,922
1802,1090,12,43.469288,-80.538622,46
1803,3943,12,43.472209,-80.53589600000001,920
1804,3945,12,43.473399,-80.532248,1406
1805,2783,12,43.474211499999996,-80.530449,918
1806,3620,12,43.475132,-80.527561,1253
1807,2785,12,43.475933999999995,-80.52562,101
1808,3621,12,43.475775,-80.526369,1254
1809,3619,12,43.47537199999999,-80.52816866666667,102
1810,2673,12,43.474211499999996,-80.530449,918
1811,2674,12,43.473273,-80.533152,919
1812,2675,12,43.472209,-80.53589600000001,920
1813,2676,12,43.468427,-80.53942,921
1814,2677,12,43.4661615,-80.54043200000001,922
1815,2678,12,43.463956,-80.54061,923
1816,2679,12,43.46232,-80.538978,924
1817,2680,12,43.459043,-80.536846,925
1818,2681,12,43.457614,-80.535336,926
1819,2682,12,43.456926,-80.532252,927
1820,2683,12,43.455783,-80.5290775,928
1821,2685,12,43.454399499999994,-80.52764199999999,930
1822,3920,12,43.451756,-80.52537,1398
1823,3919,12,43.449383499999996,-80.52373850000001,1126
1824,3918,12,43.446326,-80.523126,1397
1825,3917,12,43.443294333333334,-80.52296866666666,1078
1826,3916,12,43.439168,-80.520921,1396
1827,3915,12,43.436126,-80.5149025,1392
1828,3178,12,43.43535,-80.5125115,1103
1829,3179,12,43.433467,-80.5100805,1104
1830,3180,12,43.430982,-80.5089495,1105
1831,3086,12,43.4276295,-80.50634099999999,1060
1832,3181,12,43.4253885,-80.5045055,1106
1833,3183,12,43.419419500000004,-80.5016575,1107
1834,3184,12,43.4169365,-80.5010915,1108
1835,3185,12,43.412768,-80.500218,1109
1836,2057,12,43.4115185,-80.499764,639
1837,3503,12,43.405643,-80.499298,1214
1838,3504,12,43.4039805,-80.49742,1215
1839,3505,12,43.40235,-80.49677249999999,1216
1840,2058,12,43.402722,-80.491867,640
1841,2059,12,43.404195,-80.485746,641
1842,2060,12,43.405927000000005,-80.478827,642
1843,2105,12,43.4069505,-80.4743655,643
1844,1846,12,43.408902,-80.465618,483
1845,1847,12,43.4104195,-80.4599105,484
1846,3607,12,43.411076,-80.456928,1251
1847,1848,12,43.412257,-80.4525265,485
1848,4245,12,43.413562,-80.449207,1554
1849,1850,12,43.416281999999995,-80.4506615,486
1850,1851,12,43.4195865,-80.4516145,487
1851,1852,12,43.419987,-80.448732,488
1852,1853,12,43.42053,-80.445627,489
1853,3489,10,43.4223825,-80.44151016666667,1211
1854,1697,10,43.420678499999994,-80.4426545,417
1855,1698,10,43.416238,-80.442393,418
1856,1699,10,43.413469000000006,-80.4424055,419
1857,1700,10,43.411030999999994,-80.4418905,420
1858,1701,10,43.409204,-80.442247,421
1859,1703,10,43.40749,-80.448853,422
1860,1704,10,43.404113,-80.44823600000001,423
1861,1705,10,43.400959,-80.447693,424
1862,1706,10,43.398168999999996,-80.446769,425
1863,1714,10,43.3953035,-80.445357,428
1864,1715,10,43.394033500000006,-80.4416765,429
1865,1745,10,43.39363666666667,-80.43686233333334,446
1866,1824,10,43.393903,-80.434238,477
1867,1826,10,43.391407,-80.43119300000001,478
1868,1827,10,43.3909895,-80.4279555,479
1869,1867,10,43.38974,-80.421695,497
1870,3641,10,43.387951,-80.4115035,441
1871,1731,10,43.389642,-80.408066,442
1872,1732,10,43.3903385,-80.403539,443
1873,1717,10,43.3942775,-80.43351799999999,431
1874,1718,10,43.39550466666666,-80.43159266666667,432
1875,1719,10,43.396108999999996,-80.42984,433
1876,1721,10,43.395937,-80.425989,434
1877,1722,10,43.394261,-80.4176885,435
1878,1723,10,43.393356,-80.414221,436
1879,1724,10,43.392191,-80.414313,437
1880,1725,10,43.389954,-80.415347,438
1881,1726,10,43.390120499999995,-80.413621,439
1882,1727,10,43.390819,-80.41019,440
1883,1734,10,43.391213,-80.409815,444
1884,1735,10,43.390120499999995,-80.413621,439
1885,1736,10,43.389954,-80.415347,438
1886,1737,10,43.391409,-80.414752,445
1887,1738,10,43.393356,-80.414221,436
1888,1739,10,43.394261,-80.4176885,435
1889,1740,10,43.395937,-80.425989,434
1890,1742,10,43.396108999999996,-80.42984,433
1891,1743,10,43.39550466666666,-80.43159266666667,432
1892,1744,10,43.3942775,-80.43351799999999,431
1893,1746,10,43.39363666666667,-80.43686233333334,446
1894,1747,10,43.394033500000006,-80.4416765,429
1895,1748,10,43.3953035,-80.445357,428
1896,1755,10,43.398168999999996,-80.446769,425
1897,1756,10,43.399647,-80.447027,448
1898,1757,10,43.404113,-80.44823600000001,423
1899,1758,10,43.406957,-80.448542,449
1900,1760,10,43.409272,-80.441283,450
1901,1761,10,43.411030999999994,-80.4418905,420
1902,1762,10,43.413469000000006,-80.4424055,419
1903,1763,10,43.415409,-80.442277,451
1904,1764,10,43.420678499999994,-80.4426545,417
1905,1728,10,43.387951,-80.4115035,441
1906,1868,10,43.38974,-80.421695,497
1907,1828,10,43.3909895,-80.4279555,479
1908,1829,10,43.391407,-80.43119300000001,478
1909,1830,10,43.3937,-80.433314,480
1910,1518,53,43.3575892,-80.31304560000001,332
1911,1523,53,43.354946,-80.314079,333
1912,1524,53,43.3548075,-80.307223,330
1913,1525,53,43.355343000000005,-80.30400800000001,329
1914,2269,53,43.3540515,-80.3026905,693
1915,2270,53,43.352126,-80.301907,724
1916,4122,53,43.350508,-80.3013085,692
1917,4123,53,43.348283,-80.300409,691
1918,4124,53,43.34646,-80.2990425,690
1919,4125,53,43.347165,-80.295683,1495
1920,4126,53,43.347808,-80.292544,1496
1921,4127,53,43.3484365,-80.289522,731
1922,4128,53,43.351526,-80.2894865,712
1923,4129,53,43.354288,-80.28762,1497
1924,1031,53,43.356373,-80.285891,19
1925,4130,53,43.3592845,-80.28718549999999,1498
1926,1529,53,43.36172,-80.290321,334
1927,1530,53,43.3648625,-80.29183499999999,324
1928,4131,53,43.367732000000004,-80.29290449999999,662
1929,1538,53,43.371681,-80.295453,336
1930,2652,53,43.373703500000005,-80.29650649999999,908
1931,1539,53,43.375737,-80.297153,337
1932,1540,53,43.37917,-80.298393,338
1933,1541,53,43.385422,-80.30100350000001,316
1934,4145,53,43.391228,-80.3020665,315
1935,3660,53,43.394538,-80.30301,1268
1936,1543,53,43.396328,-80.3037855,7
1937,1351,53,43.398101,-80.30596,223
1938,1353,53,43.39744,-80.30926450000001,204
1939,4146,53,43.3959865,-80.317779,168
1940,1320,53,43.395942,-80.32085,199
1941,1066,53,43.3929385,-80.32264649999999,39
1942,4147,53,43.395349,-80.323304,1506
1943,1275,53,43.3959865,-80.317779,168
1944,1328,53,43.39744,-80.30926450000001,204
1945,1311,53,43.398093,-80.305139,195
1946,1011,53,43.396328,-80.3037855,7
1947,4176,53,43.393079,-80.302917,1518
1948,1491,53,43.391228,-80.3020665,315
1949,1492,53,43.385422,-80.30100350000001,316
1950,1494,53,43.38007,-80.299004,317
1951,1495,53,43.37608,-80.297568,318
1952,2655,53,43.373703500000005,-80.29650649999999,908
1953,2113,53,43.370753,-80.295167,661
1954,2114,53,43.367732000000004,-80.29290449999999,662
1955,1503,53,43.3648625,-80.29183499999999,324
1956,1504,53,43.361255,-80.290252,325
1957,4132,53,43.3592845,-80.28718549999999,1498
1958,2174,53,43.356886,-80.286264,686
1959,2175,53,43.355066,-80.287134,687
1960,2218,53,43.353525,-80.288845,711
1961,2219,53,43.351526,-80.2894865,712
1962,2293,53,43.3484365,-80.289522,731
1963,2294,53,43.348061,-80.291944,732
1964,2181,53,43.347047,-80.29699,689
1965,2182,53,43.34646,-80.2990425,690
1966,2183,53,43.348283,-80.300409,691
1967,2184,53,43.350508,-80.3013085,692
1968,4133,53,43.352126,-80.301907,724
1969,2185,53,43.3540515,-80.3026905,693
1970,1509,53,43.355343000000005,-80.30400800000001,329
1971,1510,53,43.3548075,-80.307223,330
1972,2159,53,43.354477,-80.313489,676
1973,1532,53,43.3665735,-80.2860205,323
1974,1533,53,43.3679025,-80.283327,322
1975,1534,53,43.369703,-80.283978,335
1976,1535,53,43.373034,-80.2853215,320
1977,1537,53,43.372557,-80.2904495,319
1978,1245,53,43.371671500000005,-80.2933225,147
