link_id,from_node_id,to_node_id,directed,length,geometry_id,allowed_uses,lanes,travel_time
708,1085,1086,1,244.91,708,transit,1,1.0
709,1086,1087,1,165.87,709,transit,1,2.0
710,1087,1088,1,369.97,710,transit,1,1.0
711,1088,1089,1,386.45,711,transit,1,1.0
712,1089,1090,1,723.61,712,transit,1,1.0
713,1090,1091,1,319.03,713,transit,1,1.0
714,1091,1092,1,403.43,714,transit,1,1.0
715,1092,1093,1,163.16,715,transit,1,1.0
716,1093,1094,1,188.73,716,transit,1,2.0
717,1094,1095,1,410.34,717,transit,1,1.0
718,1095,1096,1,425.34,718,transit,1,1.0
719,1096,1097,1,353.08,719,transit,1,1.0
720,1097,1098,1,307.83,720,transit,1,1.0
721,1098,1099,1,328.52,721,transit,1,1.0
722,1099,1100,1,212.57,722,transit,1,2.0
723,1100,1101,1,250.72,723,transit,1,1.0
724,1101,1102,1,302.91,724,transit,1,1.0
725,1102,1103,1,613.56,725,transit,1,2.0
726,1103,1104,1,213.63,726,transit,1,1.0
727,1104,1105,1,427.65,727,transit,1,1.0
728,1105,1106,1,253.78,728,transit,1,2.0
729,1106,1107,1,613.95,729,transit,1,2.0
730,1107,1108,1,361.46,730,transit,1,1.0
731,1108,1109,1,388.24,731,transit,1,2.0
732,1109,1110,1,346.53,732,transit,1,1.0
733,1110,1111,1,269.08,733,transit,1,1.0
734,1111,1112,1,298.21,734,transit,1,1.0
735,1112,1113,1,227.76,735,transit,1,2.0
736,1113,1114,1,536.01,736,transit,1,1.0
737,1114,1115,1,610.18,737,transit,1,2.0
738,1037,1038,1,295.62,738,transit,1,1.0
739,1038,1039,1,437.33,739,transit,1,1.0
740,1039,1040,1,268.75,740,transit,1,2.0
741,1040,1041,1,258.01,741,transit,1,1.0
742,1041,1042,1,440.76,742,transit,1,2.0
743,1042,1043,1,255.24,743,transit,1,2.0
744,1043,1044,1,313.03,744,transit,1,1.0
745,1044,1045,1,294.11,745,transit,1,1.0
746,1045,1046,1,381.6,746,transit,1,1.0
747,2216,2217,1,344.55,747,transit,1,1.0
748,2217,2218,1,689.3,748,transit,1,2.0
749,2218,2219,1,375.69,749,transit,1,1.0
750,2219,2220,1,363.71,750,transit,1,1.0
751,2220,2221,1,135.17,751,transit,1,1.0
752,2221,2222,1,221.54,752,transit,1,2.0
753,2222,2223,1,282.58,753,transit,1,1.0
754,2223,2224,1,414.49,754,transit,1,2.0
755,2224,2225,1,394.98,755,transit,1,1.0
756,2225,2226,1,281.78,756,transit,1,1.0
757,2226,2227,1,205.07,757,transit,1,1.0
758,2227,2228,1,305.55,758,transit,1,2.0
759,2228,2229,1,229.66,759,transit,1,1.0
760,2229,2230,1,383.16,760,transit,1,1.0
761,2230,2231,1,481.95,761,transit,1,2.0
762,2231,2232,1,455.5,762,transit,1,1.0
763,2232,2233,1,143.05,763,transit,1,1.0
764,2233,2234,1,412.24,764,transit,1,1.0
765,2234,2235,1,873.53,765,transit,1,3.0
766,2235,2236,1,249.24,766,transit,1,1.0
767,266,267,1,519.13,767,transit,1,1.0
768,267,268,1,391.69,768,transit,1,1.0
769,268,269,1,241.73,769,transit,1,2.0
770,269,270,1,1483.7,770,transit,1,5.0
771,270,271,1,206.91,771,transit,1,1.0
772,271,272,1,343.24,772,transit,1,1.0
773,272,273,1,213.25,773,transit,1,2.0
774,273,274,1,355.56,774,transit,1,2.0
775,274,275,1,456.35,775,transit,1,1.0
776,1155,1156,1,312.4,776,transit,1,1.0
777,1156,1157,1,360.73,777,transit,1,1.0
778,1157,1158,1,618.92,778,transit,1,1.0
779,1158,1159,1,338.92,779,transit,1,1.0
780,1159,1160,1,425.43,780,transit,1,2.0
781,1160,1161,1,315.76,781,transit,1,1.0
782,1161,1162,1,475.91,782,transit,1,1.0
783,1162,1163,1,112.96,783,transit,1,2.0
784,1163,1164,1,191.19,784,transit,1,1.0
785,1164,1165,1,293.45,785,transit,1,1.0
786,1165,1166,1,127.32,786,transit,1,2.0
787,1166,1167,1,278.63,787,transit,1,1.0
788,1167,1168,1,291.98,788,transit,1,1.0
789,1168,1169,1,397.36,789,transit,1,1.0
790,1169,1170,1,217.09,790,transit,1,1.0
791,1170,1171,1,315.93,791,transit,1,1.0
792,1171,1172,1,268.74,792,transit,1,1.0
793,1172,1173,1,375.45,793,transit,1,1.0
794,1173,1174,1,256.95,794,transit,1,1.0
795,1174,1175,1,269.91,795,transit,1,2.0
796,1175,1176,1,230.75,796,transit,1,1.0
797,1176,1177,1,391.2,797,transit,1,1.0
798,1177,1178,1,220.16,798,transit,1,1.0
799,1178,1179,1,257.61,799,transit,1,2.0
800,1179,1180,1,375.19,800,transit,1,2.0
801,1180,1181,1,242.51,801,transit,1,2.0
802,1181,1182,1,327.07,802,transit,1,1.0
803,1182,1183,1,292.33,803,transit,1,1.0
804,1183,1184,1,329.86,804,transit,1,1.0
805,1184,1185,1,300.27,805,transit,1,1.0
806,1185,1186,1,139.88,806,transit,1,2.0
807,1186,1187,1,453.53,807,transit,1,2.0
808,2615,2616,1,204.61,808,transit,1,2.0
809,2616,2617,1,263.34,809,transit,1,1.0
810,2617,2618,1,228.92,810,transit,1,2.0
811,2618,2619,1,182.19,811,transit,1,1.0
812,2619,2620,1,370.17,812,transit,1,2.0
813,2620,2621,1,208.49,813,transit,1,1.0
814,2621,2622,1,430.39,814,transit,1,1.0
815,2622,2623,1,210.01,815,transit,1,2.0
816,2623,2624,1,205.02,816,transit,1,1.0
817,2624,2625,1,153.59,817,transit,1,2.0
818,2625,2626,1,305.88,818,transit,1,2.0
819,2626,2627,1,308.74,819,transit,1,1.0
820,2117,2118,1,312.56,820,transit,1,1.0
821,2118,2119,1,225.87,821,transit,1,2.0
822,2119,2120,1,370.0,822,transit,1,1.0
823,2120,2121,1,548.36,823,transit,1,1.0
824,2121,2122,1,209.35,824,transit,1,1.0
825,2122,2123,1,483.32,825,transit,1,1.0
826,2123,2124,1,322.33,826,transit,1,1.0
827,2124,2125,1,197.63,827,transit,1,2.0
828,2125,2126,1,467.78,828,transit,1,1.0
829,2126,2127,1,205.69,829,transit,1,2.0
830,2127,2128,1,349.48,830,transit,1,1.0
831,2128,2129,1,235.37,831,transit,1,2.0
832,2129,2130,1,516.61,832,transit,1,1.0
833,2130,2131,1,335.97,833,transit,1,1.0
834,2131,2132,1,389.84,834,transit,1,1.0
835,2132,2133,1,717.06,835,transit,1,2.0
836,2133,2134,1,505.81,836,transit,1,1.0
837,2134,2135,1,197.08,837,transit,1,2.0
838,2135,2136,1,394.12,838,transit,1,1.0
839,2136,2137,1,271.16,839,transit,1,1.0
840,2137,2138,1,160.42,840,transit,1,2.0
841,2138,2139,1,219.49,841,transit,1,2.0
842,2139,2140,1,257.59,842,transit,1,1.0
843,2140,2141,1,377.92,843,transit,1,1.0
844,2141,2142,1,304.57,844,transit,1,2.0
845,2142,2143,1,353.76,845,transit,1,1.0
846,2143,2144,1,388.59,846,transit,1,1.0
847,2144,2145,1,375.06,847,transit,1,1.0
848,2145,2146,1,540.64,848,transit,1,1.0
849,2146,2147,1,275.53,849,transit,1,2.0
850,2147,2148,1,261.55,850,transit,1,1.0
851,2148,2149,1,313.84,851,transit,1,1.0
852,2149,2150,1,412.17,852,transit,1,2.0
853,2150,2151,1,313.09,853,transit,1,1.0
854,2151,2152,1,236.13,854,transit,1,2.0
855,2152,2153,1,261.99,855,transit,1,1.0
856,2153,2154,1,238.6,856,transit,1,2.0
857,2154,2155,1,319.16,857,transit,1,1.0
858,2155,2156,1,375.49,858,transit,1,2.0
859,2156,2157,1,168.22,859,transit,1,2.0
860,2157,2158,1,261.08,860,transit,1,1.0
861,2158,2159,1,216.6,861,transit,1,1.0
862,2159,2160,1,177.28,862,transit,1,2.0
863,2160,2161,1,314.71,863,transit,1,1.0
864,2161,2162,1,127.58,864,transit,1,2.0
865,2162,2163,1,327.71,865,transit,1,1.0
866,2163,2164,1,335.93,866,transit,1,1.0
867,2164,2165,1,405.72,867,transit,1,1.0
868,2165,2166,1,392.32,868,transit,1,1.0
869,2166,2167,1,312.71,869,transit,1,1.0
870,2012,2013,1,387.3,870,transit,1,1.0
871,2013,2014,1,322.73,871,transit,1,1.0
872,2014,2015,1,212.25,872,transit,1,1.0
873,2015,2016,1,396.31,873,transit,1,1.0
874,2016,2017,1,471.89,874,transit,1,2.0
875,2017,2018,1,455.51,875,transit,1,1.0
876,2018,2019,1,369.41,876,transit,1,1.0
877,2019,2020,1,134.58,877,transit,1,1.0
878,2020,2021,1,220.85,878,transit,1,1.0
879,2021,2022,1,361.37,879,transit,1,1.0
880,2022,2023,1,444.66,880,transit,1,1.0
881,2023,2024,1,260.95,881,transit,1,1.0
882,2024,2025,1,351.19,882,transit,1,1.0
883,2025,2026,1,317.36,883,transit,1,1.0
884,2026,2027,1,309.15,884,transit,1,2.0
885,2027,2028,1,186.18,885,transit,1,1.0
886,2028,2029,1,186.09,886,transit,1,2.0
887,2029,2030,1,367.27,887,transit,1,1.0
888,2030,2031,1,500.36,888,transit,1,2.0
889,2031,2032,1,212.23,889,transit,1,1.0
890,2032,2033,1,835.2,890,transit,1,4.0
891,2033,2034,1,483.97,891,transit,1,1.0
892,2034,2035,1,140.46,892,transit,1,2.0
893,2035,2036,1,533.47,893,transit,1,1.0
894,2036,2037,1,455.72,894,transit,1,1.0
895,2037,2038,1,164.5,895,transit,1,1.0
896,2038,2039,1,424.14,896,transit,1,1.0
897,2039,2040,1,345.75,897,transit,1,1.0
898,2040,2041,1,457.56,898,transit,1,1.0
899,2041,2042,1,204.21,899,transit,1,1.0
900,2042,2043,1,183.46,900,transit,1,2.0
901,2043,2044,1,347.45,901,transit,1,1.0
902,2044,2045,1,455.43,902,transit,1,1.0
903,2045,2046,1,693.51,903,transit,1,2.0
904,2046,2047,1,188.53,904,transit,1,1.0
905,2047,2048,1,182.58,905,transit,1,1.0
906,2048,2049,1,225.35,906,transit,1,2.0
907,2049,2050,1,442.76,907,transit,1,1.0
908,2050,2051,1,464.86,908,transit,1,2.0
909,2051,2052,1,229.91,909,transit,1,2.0
910,2052,2053,1,312.58,910,transit,1,1.0
911,1937,1938,1,291.98,911,transit,1,1.0
912,1938,1939,1,547.26,912,transit,1,1.0
913,1939,1940,1,281.81,913,transit,1,1.0
914,1940,1941,1,159.43,914,transit,1,1.0
915,1941,1942,1,238.55,915,transit,1,2.0
916,1942,1943,1,171.82,916,transit,1,1.0
917,1943,1944,1,287.09,917,transit,1,2.0
918,1944,1945,1,221.3,918,transit,1,1.0
919,1945,1946,1,288.61,919,transit,1,1.0
920,1946,1947,1,263.7,920,transit,1,2.0
921,1947,1948,1,245.31,921,transit,1,1.0
922,1948,1949,1,355.11,922,transit,1,1.0
923,1949,1950,1,334.37,923,transit,1,1.0
924,1950,1951,1,270.73,924,transit,1,2.0
925,1951,1952,1,324.29,925,transit,1,1.0
926,1952,1953,1,393.27,926,transit,1,1.0
927,1953,1954,1,379.94,927,transit,1,1.0
928,1954,1955,1,322.58,928,transit,1,2.0
929,1955,1956,1,484.82,929,transit,1,1.0
930,1956,1957,1,241.29,930,transit,1,2.0
931,1957,1958,1,230.49,931,transit,1,1.0
932,1958,1959,1,394.67,932,transit,1,1.0
933,1959,1960,1,703.67,933,transit,1,1.0
934,1960,1961,1,673.92,934,transit,1,1.0
935,1961,1962,1,375.23,935,transit,1,1.0
936,1962,1963,1,207.4,936,transit,1,2.0
937,1963,1964,1,269.88,937,transit,1,1.0
938,1964,1965,1,282.11,938,transit,1,1.0
939,1965,1966,1,719.36,939,transit,1,1.0
940,1966,1967,1,228.42,940,transit,1,1.0
941,1967,1968,1,367.28,941,transit,1,1.0
942,337,338,1,325.27,942,transit,1,1.0
943,338,339,1,392.86,943,transit,1,2.0
944,339,340,1,217.83,944,transit,1,1.0
945,340,341,1,172.93,945,transit,1,2.0
946,341,342,1,248.69,946,transit,1,1.0
947,342,343,1,300.71,947,transit,1,2.0
948,343,344,1,751.0,948,transit,1,2.0
949,344,345,1,421.48,949,transit,1,1.0
950,345,346,1,384.08,950,transit,1,1.0
951,346,347,1,181.83,951,transit,1,2.0
952,347,348,1,164.92,952,transit,1,2.0
953,348,349,1,237.13,953,transit,1,1.0
954,349,350,1,277.39,954,transit,1,1.0
955,350,351,1,237.27,955,transit,1,1.0
956,351,352,1,568.62,956,transit,1,2.0
957,624,625,1,326.86,957,transit,1,1.0
958,625,626,1,317.36,958,transit,1,2.0
959,626,627,1,374.14,959,transit,1,1.0
960,627,628,1,407.66,960,transit,1,1.0
961,628,629,1,374.18,961,transit,1,1.0
962,629,630,1,183.99,962,transit,1,2.0
963,630,631,1,164.07,963,transit,1,1.0
964,631,632,1,197.46,964,transit,1,2.0
965,632,633,1,211.58,965,transit,1,1.0
966,633,634,1,474.38,966,transit,1,1.0
967,634,635,1,287.26,967,transit,1,1.0
968,635,636,1,290.02,968,transit,1,1.0
969,636,637,1,258.22,969,transit,1,1.0
970,637,638,1,262.74,970,transit,1,2.0
971,638,639,1,303.16,971,transit,1,2.0
972,639,640,1,343.72,972,transit,1,2.0
973,640,641,1,316.69,973,transit,1,1.0
974,641,642,1,232.24,974,transit,1,1.0
975,642,643,1,366.51,975,transit,1,1.0
976,643,644,1,225.58,976,transit,1,1.0
977,644,645,1,134.65,977,transit,1,2.0
978,645,646,1,243.54,978,transit,1,1.0
979,646,647,1,206.03,979,transit,1,2.0
980,647,648,1,199.73,980,transit,1,1.0
981,648,649,1,285.61,981,transit,1,1.0
982,649,650,1,232.66,982,transit,1,2.0
983,650,651,1,404.79,983,transit,1,1.0
984,56,57,1,306.56,984,transit,1,1.0
985,57,58,1,280.76,985,transit,1,2.0
986,58,59,1,191.82,986,transit,1,1.0
987,59,60,1,252.09,987,transit,1,2.0
988,60,61,1,258.97,988,transit,1,1.0
989,61,62,1,152.27,989,transit,1,2.0
990,62,63,1,453.88,990,transit,1,1.0
991,63,64,1,180.47,991,transit,1,1.0
992,64,65,1,217.59,992,transit,1,2.0
993,65,66,1,175.4,993,transit,1,2.0
994,66,67,1,154.9,994,transit,1,1.0
995,67,68,1,451.3,995,transit,1,1.0
996,68,69,1,206.8,996,transit,1,1.0
997,537,538,1,230.42,997,transit,1,1.0
998,538,539,1,328.78,998,transit,1,1.0
999,539,540,1,475.31,999,transit,1,1.0
1000,540,541,1,390.42,1000,transit,1,1.0
1001,541,542,1,209.68,1001,transit,1,2.0
1002,542,543,1,269.57,1002,transit,1,1.0
1003,543,544,1,143.5,1003,transit,1,2.0
1004,544,545,1,394.21,1004,transit,1,1.0
1005,545,546,1,275.62,1005,transit,1,1.0
1006,546,547,1,184.5,1006,transit,1,2.0
1007,547,548,1,531.76,1007,transit,1,2.0
1008,548,549,1,390.43,1008,transit,1,1.0
1009,549,550,1,229.26,1009,transit,1,1.0
1010,550,551,1,271.98,1010,transit,1,2.0
1011,551,552,1,541.92,1011,transit,1,2.0
1012,552,553,1,257.77,1012,transit,1,1.0
1013,553,554,1,207.4,1013,transit,1,2.0
1014,554,555,1,269.88,1014,transit,1,1.0
1015,555,556,1,282.11,1015,transit,1,2.0
1016,556,557,1,719.36,1016,transit,1,2.0
1017,557,558,1,228.42,1017,transit,1,1.0
1018,558,559,1,367.28,1018,transit,1,1.0
1019,936,937,1,406.42,1019,transit,1,1.0
1020,937,938,1,201.31,1020,transit,1,1.0
1021,938,939,1,360.92,1021,transit,1,1.0
1022,939,940,1,242.53,1022,transit,1,2.0
1023,940,941,1,512.81,1023,transit,1,2.0
1024,941,942,1,315.66,1024,transit,1,1.0
1025,942,943,1,661.61,1025,transit,1,1.0
1026,943,944,1,239.31,1026,transit,1,2.0
1027,944,945,1,818.98,1027,transit,1,2.0
1028,945,946,1,304.97,1028,transit,1,2.0
1029,946,947,1,450.58,1029,transit,1,1.0
1030,947,948,1,528.93,1030,transit,1,1.0
1031,948,949,1,173.94,1031,transit,1,2.0
1032,949,950,1,410.37,1032,transit,1,1.0
1033,950,951,1,421.58,1033,transit,1,1.0
1034,951,952,1,173.84,1034,transit,1,2.0
1035,952,953,1,308.97,1035,transit,1,1.0
1036,953,954,1,135.23,1036,transit,1,2.0
1037,954,955,1,334.5,1037,transit,1,1.0
1038,955,956,1,410.42,1038,transit,1,1.0
1039,956,957,1,230.49,1039,transit,1,1.0
1040,957,958,1,435.6,1040,transit,1,1.0
1041,958,959,1,140.28,1041,transit,1,2.0
1042,959,960,1,379.59,1042,transit,1,1.0
1043,960,961,1,235.85,1043,transit,1,1.0
1044,961,962,1,309.2,1044,transit,1,1.0
1045,962,963,1,420.72,1045,transit,1,2.0
1046,963,964,1,275.45,1046,transit,1,1.0
1047,964,965,1,338.0,1047,transit,1,1.0
1048,965,966,1,344.55,1048,transit,1,1.0
1049,966,967,1,617.84,1049,transit,1,2.0
1050,967,968,1,314.05,1050,transit,1,1.0
1051,968,969,1,320.95,1051,transit,1,1.0
1052,969,970,1,165.67,1052,transit,1,1.0
1053,970,971,1,269.06,1053,transit,1,1.0
1054,971,972,1,192.04,1054,transit,1,2.0
1055,972,973,1,228.89,1055,transit,1,1.0
1056,973,974,1,290.26,1056,transit,1,2.0
1057,974,975,1,383.27,1057,transit,1,1.0
1058,975,976,1,576.72,1058,transit,1,1.0
1059,976,977,1,287.38,1059,transit,1,1.0
1060,977,978,1,439.07,1060,transit,1,1.0
1061,978,979,1,364.58,1061,transit,1,2.0
1062,979,980,1,296.31,1062,transit,1,1.0
1063,980,981,1,196.31,1063,transit,1,1.0
1064,981,982,1,254.41,1064,transit,1,2.0
1065,982,983,1,224.24,1065,transit,1,1.0
1066,983,984,1,257.97,1066,transit,1,1.0
1067,984,985,1,165.15,1067,transit,1,2.0
1068,985,986,1,310.72,1068,transit,1,2.0
1069,514,515,1,444.6,1069,transit,1,2.0
1070,515,516,1,284.83,1070,transit,1,1.0
1071,516,517,1,196.68,1071,transit,1,1.0
1072,517,518,1,775.4,1072,transit,1,2.0
1073,518,519,1,373.78,1073,transit,1,1.0
1074,519,520,1,314.13,1074,transit,1,1.0
1075,520,521,1,305.77,1075,transit,1,1.0
1076,521,522,1,336.06,1076,transit,1,2.0
1077,522,523,1,201.4,1077,transit,1,1.0
1078,523,524,1,213.44,1078,transit,1,1.0
1079,524,525,1,350.24,1079,transit,1,2.0
1080,525,526,1,344.59,1080,transit,1,1.0
1081,526,527,1,336.17,1081,transit,1,1.0
1082,214,215,1,369.74,1082,transit,1,1.0
1083,215,216,1,338.53,1083,transit,1,1.0
1084,216,217,1,307.24,1084,transit,1,1.0
1085,217,218,1,252.98,1085,transit,1,2.0
1086,218,219,1,244.47,1086,transit,1,1.0
1087,219,220,1,397.54,1087,transit,1,1.0
1088,220,221,1,194.2,1088,transit,1,2.0
1089,221,222,1,325.39,1089,transit,1,1.0
1090,222,223,1,276.25,1090,transit,1,2.0
1091,223,224,1,281.78,1091,transit,1,1.0
1092,224,225,1,276.82,1092,transit,1,2.0
1093,225,226,1,265.45,1093,transit,1,1.0
1094,226,227,1,264.26,1094,transit,1,2.0
1095,227,228,1,354.85,1095,transit,1,1.0
1096,228,229,1,641.17,1096,transit,1,2.0
1097,229,230,1,190.1,1097,transit,1,2.0
1098,230,231,1,382.21,1098,transit,1,1.0
1099,231,232,1,358.31,1099,transit,1,2.0
1100,232,233,1,210.52,1100,transit,1,1.0
1101,2271,2272,1,829.36,1101,transit,1,3.0
1102,2272,2273,1,229.53,1102,transit,1,2.0
1103,2273,2274,1,417.58,1103,transit,1,1.0
1104,2274,2275,1,419.86,1104,transit,1,1.0
1105,2275,2276,1,251.52,1105,transit,1,2.0
1106,2276,2277,1,959.76,1106,transit,1,2.0
1107,2277,2278,1,543.09,1107,transit,1,1.0
1108,2278,2279,1,646.74,1108,transit,1,2.0
1109,2279,2280,1,571.6,1109,transit,1,1.0
1110,2280,2281,1,675.51,1110,transit,1,2.0
1111,2281,2282,1,513.28,1111,transit,1,2.0
1112,2282,2283,1,408.52,1112,transit,1,1.0
1113,2283,2284,1,464.37,1113,transit,1,1.0
1114,2284,2285,1,327.29,1114,transit,1,1.0
1115,2285,2286,1,235.78,1115,transit,1,2.0
1116,2286,2287,1,316.83,1116,transit,1,1.0
1117,2287,2288,1,672.67,1117,transit,1,1.0
1118,2288,2271,1,814.32,1118,transit,1,2.0
1119,23,24,1,275.16,1119,transit,1,1.0
1120,24,25,1,704.7,1120,transit,1,3.0
1121,25,26,1,136.19,1121,transit,1,2.0
1122,26,27,1,205.91,1122,transit,1,1.0
1123,27,28,1,153.27,1123,transit,1,2.0
1124,28,29,1,207.26,1124,transit,1,1.0
1125,29,30,1,339.66,1125,transit,1,1.0
1126,30,31,1,288.61,1126,transit,1,1.0
1127,31,32,1,240.16,1127,transit,1,2.0
1128,32,33,1,380.96,1128,transit,1,1.0
1129,33,34,1,200.0,1129,transit,1,1.0
1130,34,35,1,146.24,1130,transit,1,2.0
1131,35,36,1,235.28,1131,transit,1,1.0
1132,36,37,1,225.03,1132,transit,1,2.0
1133,37,38,1,283.97,1133,transit,1,1.0
1134,407,408,1,542.6,1134,transit,1,1.0
1135,408,409,1,222.63,1135,transit,1,1.0
1136,409,410,1,571.42,1136,transit,1,1.0
1137,410,411,1,247.61,1137,transit,1,1.0
1138,411,412,1,265.94,1138,transit,1,2.0
1139,412,413,1,300.34,1139,transit,1,1.0
1140,413,414,1,240.01,1140,transit,1,1.0
1141,414,415,1,192.43,1141,transit,1,2.0
1142,415,416,1,305.85,1142,transit,1,1.0
1143,416,417,1,356.73,1143,transit,1,1.0
1144,417,418,1,398.36,1144,transit,1,1.0
1145,418,419,1,371.28,1145,transit,1,1.0
1146,419,420,1,428.48,1146,transit,1,1.0
1147,420,421,1,355.1,1147,transit,1,1.0
1148,421,422,1,315.64,1148,transit,1,1.0
1149,422,423,1,264.9,1149,transit,1,2.0
1150,423,424,1,171.83,1150,transit,1,1.0
1151,424,425,1,228.42,1151,transit,1,2.0
1152,425,426,1,411.7,1152,transit,1,2.0
1153,96,97,1,267.68,1153,transit,1,1.0
1154,97,98,1,491.74,1154,transit,1,1.0
1155,98,99,1,437.29,1155,transit,1,1.0
1156,99,100,1,263.02,1156,transit,1,1.0
1157,100,101,1,362.53,1157,transit,1,1.0
1158,101,102,1,156.89,1158,transit,1,2.0
1159,102,103,1,265.71,1159,transit,1,1.0
1160,103,104,1,362.99,1160,transit,1,1.0
1161,104,105,1,493.04,1161,transit,1,1.0
1162,105,106,1,308.78,1162,transit,1,1.0
1163,106,107,1,294.68,1163,transit,1,2.0
1164,107,108,1,137.7,1164,transit,1,1.0
1165,108,109,1,347.9,1165,transit,1,2.0
1166,109,110,1,380.21,1166,transit,1,1.0
1167,110,111,1,257.23,1167,transit,1,1.0
1168,111,112,1,618.69,1168,transit,1,2.0
1169,112,113,1,298.92,1169,transit,1,1.0
1170,113,114,1,323.37,1170,transit,1,2.0
1171,114,115,1,600.27,1171,transit,1,2.0
1172,115,116,1,475.98,1172,transit,1,1.0
1173,116,117,1,204.62,1173,transit,1,1.0
1174,117,118,1,347.22,1174,transit,1,1.0
1175,118,119,1,181.87,1175,transit,1,2.0
1176,119,120,1,247.3,1176,transit,1,1.0
1177,120,121,1,478.74,1177,transit,1,1.0
1178,121,122,1,671.06,1178,transit,1,2.0
1179,122,123,1,588.06,1179,transit,1,1.0
1180,123,124,1,290.02,1180,transit,1,1.0
1181,124,125,1,258.22,1181,transit,1,2.0
1182,125,126,1,537.27,1182,transit,1,2.0
1183,126,127,1,172.42,1183,transit,1,2.0
1184,127,128,1,201.1,1184,transit,1,1.0
1185,128,129,1,354.85,1185,transit,1,1.0
1186,129,130,1,452.71,1186,transit,1,2.0
1187,130,131,1,668.14,1187,transit,1,2.0
1188,131,132,1,419.98,1188,transit,1,1.0
1189,132,133,1,419.69,1189,transit,1,1.0
1190,133,134,1,388.03,1190,transit,1,1.0
1191,134,135,1,287.27,1191,transit,1,1.0
1192,135,136,1,814.32,1192,transit,1,3.0
1193,855,856,1,246.06,1193,transit,1,3.0
1194,856,857,1,313.13,1194,transit,1,1.0
1195,857,858,1,255.3,1195,transit,1,1.0
1196,858,859,1,180.31,1196,transit,1,2.0
1197,859,860,1,365.34,1197,transit,1,1.0
1198,860,861,1,279.06,1198,transit,1,1.0
1199,861,862,1,391.45,1199,transit,1,1.0
1200,862,863,1,345.36,1200,transit,1,1.0
1201,863,864,1,189.76,1201,transit,1,1.0
1202,864,865,1,330.79,1202,transit,1,1.0
1203,865,866,1,552.87,1203,transit,1,1.0
1204,866,867,1,313.1,1204,transit,1,2.0
1205,867,868,1,218.11,1205,transit,1,1.0
1206,868,869,1,136.3,1206,transit,1,2.0
1207,869,870,1,304.37,1207,transit,1,1.0
1208,870,871,1,198.61,1208,transit,1,1.0
1209,871,872,1,180.64,1209,transit,1,2.0
1210,872,873,1,281.55,1210,transit,1,1.0
1211,873,874,1,359.54,1211,transit,1,1.0
1212,874,875,1,298.87,1212,transit,1,1.0
1213,875,876,1,278.31,1213,transit,1,1.0
1214,876,877,1,371.12,1214,transit,1,2.0
1215,877,878,1,469.15,1215,transit,1,1.0
1216,878,879,1,137.77,1216,transit,1,1.0
1217,879,880,1,256.91,1217,transit,1,2.0
1218,880,881,1,299.18,1218,transit,1,1.0
1219,881,882,1,375.45,1219,transit,1,1.0
1220,882,883,1,348.64,1220,transit,1,1.0
1221,883,884,1,552.7,1221,transit,1,2.0
1222,884,885,1,365.33,1222,transit,1,1.0
1223,885,886,1,249.99,1223,transit,1,1.0
1224,886,887,1,266.32,1224,transit,1,1.0
1225,887,888,1,401.31,1225,transit,1,1.0
1226,888,889,1,263.68,1226,transit,1,1.0
1227,889,890,1,384.05,1227,transit,1,1.0
1228,890,891,1,358.88,1228,transit,1,1.0
1229,891,892,1,280.57,1229,transit,1,1.0
1230,892,893,1,419.4,1230,transit,1,2.0
1231,893,894,1,358.13,1231,transit,1,1.0
1232,894,895,1,404.98,1232,transit,1,1.0
1233,827,828,1,519.13,1233,transit,1,2.0
1234,828,829,1,391.69,1234,transit,1,2.0
1235,829,830,1,962.71,1235,transit,1,3.0
1236,830,831,1,356.44,1236,transit,1,1.0
1237,831,832,1,195.3,1237,transit,1,2.0
1238,832,833,1,125.36,1238,transit,1,1.0
1239,833,834,1,417.83,1239,transit,1,1.0
1240,834,835,1,350.21,1240,transit,1,1.0
1241,835,836,1,470.75,1241,transit,1,1.0
1242,836,837,1,172.28,1242,transit,1,2.0
1243,837,838,1,301.93,1243,transit,1,1.0
1244,838,839,1,218.57,1244,transit,1,1.0
1245,839,840,1,243.42,1245,transit,1,2.0
1246,840,841,1,517.51,1246,transit,1,2.0
1247,841,842,1,266.39,1247,transit,1,2.0
1248,842,843,1,294.3,1248,transit,1,1.0
1249,795,796,1,353.46,1249,transit,1,1.0
1250,796,797,1,455.28,1250,transit,1,1.0
1251,797,798,1,366.42,1251,transit,1,1.0
1252,798,799,1,173.24,1252,transit,1,2.0
1253,799,800,1,421.48,1253,transit,1,1.0
1254,800,801,1,747.14,1254,transit,1,1.0
1255,801,802,1,1172.89,1255,transit,1,3.0
1256,802,803,1,1440.76,1256,transit,1,3.0
1257,803,804,1,1492.14,1257,transit,1,2.0
1258,804,805,1,486.24,1258,transit,1,2.0
1259,805,806,1,546.7,1259,transit,1,1.0
1260,806,807,1,888.48,1260,transit,1,1.0
1261,807,808,1,3321.34,1261,transit,1,4.0
1262,808,809,1,3848.34,1262,transit,1,7.0
1263,809,810,1,609.56,1263,transit,1,1.0
1264,810,811,1,1459.59,1264,transit,1,3.0
1265,2259,2260,1,1523.26,1265,transit,1,5.0
1266,2260,2261,1,308.74,1266,transit,1,1.0
1267,2261,2262,1,728.05,1267,transit,1,1.0
1268,2262,2263,1,345.33,1268,transit,1,1.0
