geometry_id,geometry
48,"LINESTRING (536379.3679002553 4807049.431099207, 536213.5917402499 4807375.943865291)"
49,"LINESTRING (536213.5917402499 4807375.943865291, 536219.7265249477 4807942.599002873)"
50,"LINESTRING (536219.7265249477 4807942.599002873, 536210.9417099224 4808201.549057403)"
51,"LINESTRING (536210.9417099224 4808201.549057403, 536166.4180148296 4808600.121381436)"
52,"LINESTRING (536166.4180148296 4808600.121381436, 535573.4687371232 4809234.7912824005)"
53,"LINESTRING (545207.8679037471 4807883.337111603, 545109.7237868696 4807669.996932777)"
54,"LINESTRING (545109.7237868696 4807669.996932777, 545141.6734509533 4807189.979716292)"
55,"LINESTRING (545141.6734509533 4807189.979716292, 545135.7183140946 4806881.96592814)"
56,"LINESTRING (545135.7183140946 4806881.96592814, 545172.7248335921 4806626.993931693)"
57,"LINESTRING (545172.7248335921 4806626.993931693, 545235.1253828036 4806485.697243783)"
58,"LINESTRING (545235.1253828036 4806485.697243783, 545158.7193547486 4806408.886365333)"
59,"LINESTRING (545158.7193547486 4806408.886365333, 544625.6190023918 4806214.978483179)"
60,"LINESTRING (544625.6190023918 4806214.978483179, 544666.7224381272 4805837.978176841)"
61,"LINESTRING (544666.7224381272 4805837.978176841, 544723.8461502339 4805490.290185548)"
62,"LINESTRING (544723.8461502339 4805490.290185548, 544795.7152377812 4805166.911934936)"
63,"LINESTRING (544795.7152377812 4805166.911934936, 544932.6702414356 4804860.959596983)"
64,"LINESTRING (544932.6702414356 4804860.959596983, 545219.7033387641 4804713.942209818)"
65,"LINESTRING (545219.7033387641 4804713.942209818, 545604.7153508338 4804671.988625073)"
66,"LINESTRING (545604.7153508338 4804671.988625073, 545819.7023741871 4804713.981074911)"
67,"LINESTRING (545819.7023741871 4804713.981074911, 546075.218253225 4804427.962573701)"
68,"LINESTRING (546075.218253225 4804427.962573701, 546338.22148117 4804389.890660116)"
69,"LINESTRING (546338.22148117 4804389.890660116, 546814.9244914958 4804253.462303793)"
70,"LINESTRING (546814.9244914958 4804253.462303793, 547682.1838184972 4804064.705007439)"
71,"LINESTRING (547682.1838184972 4804064.705007439, 547944.1263237565 4804255.48211292)"
72,"LINESTRING (547944.1263237565 4804255.48211292, 548313.198398882 4804330.9610963445)"
73,"LINESTRING (545186.8310992386 4807809.229029341, 544980.6998860241 4807703.897926959)"
74,"LINESTRING (544980.6998860241 4807703.897926959, 544736.6717715126 4807647.966435065)"
75,"LINESTRING (544736.6717715126 4807647.966435065, 544402.6958144003 4807567.90628753)"
76,"LINESTRING (544402.6958144003 4807567.90628753, 544275.1834182561 4807410.912628244)"
77,"LINESTRING (544275.1834182561 4807410.912628244, 544471.7980826618 4807179.868026855)"
78,"LINESTRING (544471.7980826618 4807179.868026855, 544568.004548922 4806834.764890816)"
79,"LINESTRING (544568.004548922 4806834.764890816, 544314.745192579 4806746.916945031)"
80,"LINESTRING (544314.745192579 4806746.916945031, 543897.6663982199 4806601.921946526)"
81,"LINESTRING (543897.6663982199 4806601.921946526, 543726.7296445753 4806541.949967773)"
82,"LINESTRING (543726.7296445753 4806541.949967773, 543178.6762954082 4806349.951224006)"
83,"LINESTRING (543178.6762954082 4806349.951224006, 542548.1372895144 4806149.258559143)"
84,"LINESTRING (542548.1372895144 4806149.258559143, 542190.3036212571 4806035.840860351)"
85,"LINESTRING (542190.3036212571 4806035.840860351, 541678.9701815009 4805863.63032267)"
86,"LINESTRING (541678.9701815009 4805863.63032267, 541190.3335704394 4805696.706106664)"
87,"LINESTRING (541190.3335704394 4805696.706106664, 540760.0766867697 4805609.68601492)"
88,"LINESTRING (540760.0766867697 4805609.68601492, 540702.4093949618 4805813.022983075)"
89,"LINESTRING (540702.4093949618 4805813.022983075, 540569.3328214668 4806077.098207344)"
90,"LINESTRING (540569.3328214668 4806077.098207344, 540506.0661051507 4806643.688226552)"
91,"LINESTRING (540506.0661051507 4806643.688226552, 540468.7009278738 4806825.936613374)"
92,"LINESTRING (540468.7009278738 4806825.936613374, 540395.7189083918 4807250.972603382)"
93,"LINESTRING (540395.7189083918 4807250.972603382, 540348.7445405656 4807524.900352661)"
94,"LINESTRING (540348.7445405656 4807524.900352661, 540108.7450224314 4808186.946135447)"
95,"LINESTRING (540108.7450224314 4808186.946135447, 539974.6948132789 4808405.93973356)"
96,"LINESTRING (539974.6948132789 4808405.93973356, 539751.7257398387 4808798.887847762)"
97,"LINESTRING (539751.7257398387 4808798.887847762, 539666.7082072976 4809051.939133222)"
98,"LINESTRING (539666.7082072976 4809051.939133222, 539455.726269083 4809283.929267908)"
99,"LINESTRING (539455.726269083 4809283.929267908, 539281.7388135167 4809363.987997664)"
100,"LINESTRING (539281.7388135167 4809363.987997664, 538756.7386359965 4809770.986649554)"
101,"LINESTRING (538756.7386359965 4809770.986649554, 538640.7451483532 4810198.904482737)"
