OBJECTID,CATEGORY,SOURCE,SOURCE_DATE,TRAFFICCONTROLID,OWNERSHIP,SUBCATEGORY,STATUS,STATUS_DATE,CREATE_DATE,UPDATE_DATE,INSTALLATION_DATE,x,y
338,PEDESTRIAN SIGNAL,DTS TRANSPORTATION PLANNING,4/15/2012 12:00:00 AM,36511,REGION,MIDBLOCK PEDESTRIAN SIGNAL,ACTIVE,8/13/2013 3:53:27 PM,8/13/2013 3:53:27 PM,3/31/2023 4:31:09 PM,1/1/0999 12:00:00 AM,-8955450.83301863,5379815.48255043
339,PEDESTRIAN SIGNAL,DTS TRANSPORTATION PLANNING,4/15/2012 12:00:00 AM,36512,REGION,INTERSECTION PEDESTRIAN SIGNAL,ACTIVE,8/13/2013 3:53:27 PM,8/13/2013 3:53:27 PM,3/31/2023 4:31:09 PM,1/1/2001 12:00:00 AM,-8955801.49456323,5378529.63046438
644,PEDESTRIAN SIGNAL,DTS TRANSPORTATION PLANNING,4/15/2012 12:00:00 AM,36513,REGION,INTERSECTION PEDESTRIAN SIGNAL,ACTIVE,8/13/2013 3:53:27 PM,8/13/2013 3:53:27 PM,3/31/2023 4:31:09 PM,1/1/2019 12:00:00 AM,-8962129.56701558,5380499.59030856
645,PEDESTRIAN SIGNAL,DTS TRANSPORTATION PLANNING,4/15/2012 12:00:00 AM,36514,REGION,INTERSECTION PEDESTRIAN SIGNAL,ACTIVE,8/13/2013 3:53:27 PM,8/13/2013 3:53:27 PM,3/31/2023 4:31:09 PM,1/1/2005 12:00:00 AM,-8961415.67802863,5378943.89094165
646,PEDESTRIAN SIGNAL,DTS TRANSPORTATION PLANNING,4/15/2012 12:00:00 AM,36515,REGION,MIDBLOCK PEDESTRIAN SIGNAL,ACTIVE,8/13/2013 3:53:27 PM,8/13/2013 3:53:27 PM,3/31/2023 4:33:59 PM,1/1/2007 12:00:00 AM,-8956980.79365566,5378886.332871
1284,TRAFFIC SIGNAL,ORTHO 2018,12/21/2018 12:00:00 AM,48479,REGION,TRAFFIC SIGNAL,ACTIVE,12/21/2018 4:00:09 PM,8/11/2014 2:12:38 PM,12/21/2018 4:00:09 PM,,-8960750.33178866,5381356.21151636
1285,TRAFFIC SIGNAL,ORTHO 2018,12/21/2018 12:00:00 AM,48486,REGION,TRAFFIC SIGNAL,ACTIVE,12/21/2018 4:00:09 PM,8/11/2014 2:57:04 PM,12/21/2018 4:00:09 PM,,-8957005.75755856,5376485.91739529
1286,TRAFFIC SIGNAL,,,48487,REGION,TRAFFIC SIGNAL,ACTIVE,6/20/2016 12:21:22 PM,8/11/2014 3:11:21 PM,6/20/2016 12:21:22 PM,,-8949260.76156005,5374474.72049522
1287,TRAFFIC SIGNAL,,,48488,REGION,TRAFFIC SIGNAL,ACTIVE,6/20/2016 12:21:22 PM,8/11/2014 3:14:06 PM,6/20/2016 12:21:22 PM,,-8949906.89042501,5374484.46975237
1604,PEDESTRIAN SIGNAL,FIELD OBSERVATION,6/20/2016 12:00:00 AM,70928,KITCHENER,INTERSECTION PEDESTRIAN SIGNAL,ACTIVE,6/20/2016 12:09:28 PM,6/20/2016 12:09:28 PM,3/31/2023 4:31:09 PM,1/1/2015 12:00:00 AM,-8957242.87816608,5372191.49847877
2244,TRAFFIC SIGNAL,2018 ORTHO,7/7/2019 12:00:00 AM,175036,REGION,TRAFFIC SIGNAL,ACTIVE,7/7/2019 4:57:07 PM,7/7/2019 4:57:07 PM,7/7/2019 4:58:37 PM,,-8953762.00557912,5381507.56928566
2564,TRAFFIC SIGNAL,FIELD VERIFIED,9/12/2019 12:00:00 AM,183565,REGION,TRAFFIC SIGNAL,ACTIVE,9/12/2019 12:20:16 PM,9/12/2019 12:20:16 PM,9/12/2019 12:25:11 PM,,-8966671.16761733,5377660.94714078
2565,TRAFFIC SIGNAL,FIELD OBSERVATION,6/15/2020 12:00:00 AM,198056,REGION,TRAFFIC SIGNAL,ACTIVE,6/15/2020 8:53:18 AM,6/15/2020 8:53:18 AM,6/15/2020 8:57:35 AM,,-8965555.63815717,5373167.17318256
2566,TRAFFIC SIGNAL,FIELD OBSERVATION,6/15/2020 12:00:00 AM,198057,REGION,TRAFFIC SIGNAL,ACTIVE,6/15/2020 12:00:00 AM,6/15/2020 8:55:43 AM,6/15/2020 9:00:32 AM,6/1/2020 12:00:00 AM,-8965088.92242224,5372577.4051146
2567,TRAFFIC SIGNAL,FIELD OBSERVATION,6/15/2020 12:00:00 AM,198058,REGION,TRAFFIC SIGNAL,ACTIVE,6/15/2020 12:00:00 AM,6/15/2020 8:59:24 AM,6/15/2020 9:02:29 AM,6/1/2020 12:00:00 AM,-8962943.99900874,5369631.84846823
2568,TRAFFIC SIGNAL,FIELD OBSERVATION,6/15/2020 12:00:00 AM,198059,REGION,TRAFFIC SIGNAL,ACTIVE,6/15/2020 12:00:00 AM,6/15/2020 9:01:10 AM,6/15/2020 9:03:38 AM,3/1/2020 12:00:00 AM,-8961881.73014377,5365990.05665554
2884,PEDESTRIAN SIGNAL,FIELD OBSERVATION,12/10/2014 12:00:00 AM,279556,KITCHENER,MIDBLOCK PEDESTRIAN SIGNAL,ACTIVE,3/7/2023 5:58:05 PM,3/7/2023 5:58:05 PM,3/7/2023 6:05:34 PM,1/1/2012 12:00:00 AM,-8963679.51988163,5380733.83366527
2885,PEDESTRIAN SIGNAL,ORTHO 2022,5/1/2022 12:00:00 AM,279667,REGION,MIDBLOCK PEDESTRIAN SIGNAL,ACTIVE,3/8/2023 3:57:12 PM,3/8/2023 3:57:12 PM,2/27/2024 2:05:51 PM,1/1/2013 12:00:00 AM,-8958976.86447586,5378968.8056659
3204,TRAFFIC SIGNAL,ORTHO REVIEW 2022,5/1/2022 12:00:00 AM,323507,,TRAFFIC SIGNAL,ACTIVE,10/13/2023 3:16:28 PM,10/13/2023 3:16:28 PM,10/13/2023 3:16:28 PM,,-8957596.56724951,5383303.85831405
3205,TRAFFIC SIGNAL,ORTHO REVIEW 2022,5/1/2022 12:00:00 AM,323900,,TRAFFIC SIGNAL,ACTIVE,10/17/2023 5:02:22 PM,10/17/2023 5:02:22 PM,10/17/2023 5:03:15 PM,,-8954590.1513284,5371788.18085894
3524,PEDESTRIAN SIGNAL,2025 VISION ZERO IMPROVEMENTS,1/31/2026 12:00:00 AM,5077427,KITCHENER,INTERSECTION PEDESTRIAN SIGNAL,PLANNED,2/10/2026 12:41:10 PM,2/10/2026 12:41:10 PM,2/10/2026 12:46:05 PM,,-8957745.2661759,5380198.76476664
