OBJECTID,CATEGORY,SOURCE,SOURCE_DATE,TRAFFICCONTROLID,OWNERSHIP,SUBCATEGORY,STATUS,STATUS_DATE,CREATE_DATE,UPDATE_DATE,INSTALLATION_DATE,x,y
131,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,203,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8957047.49013374,5380088.64363236
132,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,204,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 4:59:11 PM,,-8956667.1907402,5380308.53130815
133,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,205,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 4:59:11 PM,,-8959493.91249638,5380811.76411828
134,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,206,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8960835.60482792,5373320.27444614
135,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,207,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8961183.48077363,5374783.48239429
136,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,208,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 4:59:11 PM,,-8958977.87489958,5375491.07906561
137,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,209,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8956900.56691458,5374601.53589687
138,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,210,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 4:59:11 PM,,-8954195.25574186,5384289.85975552
139,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,211,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8955576.92695594,5383630.94660146
140,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,212,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8955565.50706033,5381831.0645286
141,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,213,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8955022.74287793,5380855.64055198
142,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,214,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 4:59:11 PM,,-8966249.53716308,5379802.51912605
143,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,215,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8965940.95331373,5379587.92757334
144,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,216,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8964450.80693934,5378643.15697394
145,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,217,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8963876.04445295,5378941.18602837
146,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,218,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 2:57:44 PM,,-8963557.04782213,5379107.59469415
147,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,219,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8963732.89729722,5379706.93762104
148,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,220,KITCHENER,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,1/1/1985 12:00:00 AM,-8963865.46037552,5380643.38713865
149,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,221,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8964062.58396472,5377913.63437688
150,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,222,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8963011.75609605,5378456.09637264
151,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,223,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8962805.87680895,5378562.738901
152,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,224,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8962343.23862124,5378182.78058455
153,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,225,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8959833.93240712,5376548.43832283
155,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,227,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 4:59:11 PM,,-8961347.98341682,5375686.81789036
156,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,228,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 4:59:11 PM,,-8961431.25126309,5376179.89700862
157,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,229,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 4:59:11 PM,,-8960931.51136404,5376293.58369196
158,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,230,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8962479.83578821,5375629.86105643
159,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,231,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 4:59:11 PM,,-8957838.478923,5382641.56214887
160,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,232,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8957764.18983277,5382464.74971461
161,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,233,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 4:59:11 PM,,-8957665.55286965,5382238.30452256
162,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,234,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 2:13:17 PM,,-8957272.77161097,5382898.56557604
163,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,235,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8956931.07391181,5382557.87610262
164,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,236,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,10/12/2023 10:03:49 AM,,-8956561.44920016,5383191.41975525
165,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,237,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 4:59:11 PM,,-8956476.696694,5382067.593638
166,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,238,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 4:59:11 PM,,-8959396.52124655,5376943.81750344
167,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,239,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 4:59:11 PM,,-8959245.76750318,5377167.79141291
168,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,240,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/12/2014 3:45:00 PM,,-8958533.18951833,5376679.68949904
169,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,241,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 4:43:04 PM,,-8958423.07439674,5374103.55583423
170,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,242,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 3:14:19 PM,,-8954847.17195125,5376285.2103543
171,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,243,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 4:43:04 PM,,-8954946.24633903,5376482.63126159
172,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,244,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 4:43:04 PM,,-8955330.48212367,5376698.13317476
173,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,245,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/12/2014 3:53:54 PM,,-8955517.58422398,5378175.51918643
174,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,246,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/12/2014 3:53:54 PM,,-8960458.83564739,5379012.86381727
175,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,247,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/12/2014 3:53:54 PM,,-8960235.04558836,5378619.43309836
176,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,248,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8959837.62879613,5378818.73368061
177,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,249,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/12/2014 3:53:54 PM,,-8958836.0813485,5378339.04059631
178,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,250,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8959994.27329741,5377582.07609838
179,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,251,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/12/2014 3:53:54 PM,,-8960836.51918395,5377846.62791284
180,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,252,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/12/2014 3:53:54 PM,,-8955755.22035509,5380510.13040048
181,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,253,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8954898.87607019,5380580.82262809
184,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,256,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/12/2014 3:53:54 PM,,-8955405.60694352,5378351.64311837
185,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,257,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8966131.68274482,5376907.18432013
186,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,258,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8962071.76763488,5379136.55646618
187,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,259,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8961721.31703955,5379306.29251689
188,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,260,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 2:57:44 PM,,-8961011.3572318,5379343.81629066
189,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,261,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8961621.04335389,5378658.28796988
190,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,262,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8961987.50530538,5377387.26070726
191,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,263,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,5/28/2015 9:04:58 PM,,-8962944.01265213,5382012.67410483
192,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,264,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/12/2014 3:53:54 PM,,-8963057.43711933,5381757.95362304
193,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,265,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8963354.68026095,5381508.90251043
194,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,266,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 2:57:44 PM,,-8963110.8321472,5381008.76741439
195,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,267,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/12/2014 3:53:54 PM,,-8962368.79167634,5381370.06281383
196,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,268,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/12/2014 3:53:54 PM,,-8962109.04083594,5381637.50903513
197,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,269,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/12/2014 3:53:54 PM,,-8961790.35948003,5381493.83235418
198,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,270,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8962075.47122286,5381047.57101708
200,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,272,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 2:57:44 PM,,-8962788.43511744,5380323.93863824
201,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,273,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 2:57:44 PM,,-8962837.57822058,5379518.52355657
202,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,274,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 2:57:44 PM,,-8962533.52172798,5379669.0661816
203,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,275,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 2:57:44 PM,,-8961851.17811298,5380034.31808667
204,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,276,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 2:57:44 PM,,-8961503.84899122,5380473.57750187
205,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,277,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8961182.86514562,5380871.12731382
206,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,278,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8961073.16689344,5381011.43945223
207,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,279,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8961013.47920432,5381158.55819776
208,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,280,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 2:57:44 PM,,-8960431.27931178,5380129.74070149
209,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,281,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8960219.98725412,5380413.31610527
210,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,282,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8960106.30116358,5380551.98041524
211,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,283,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8960008.91328893,5380690.60055211
212,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,284,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 2:57:44 PM,,-8959846.29163976,5380594.02638442
213,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,285,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8959922.85990963,5380467.35150059
214,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,286,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 2:57:44 PM,,-8960276.74696332,5380009.16532071
215,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,287,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8959375.06687684,5380310.87147242
216,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,288,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/16/2013 9:32:46 AM,,-8959452.8878378,5380188.93285132
217,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,289,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 2:57:44 PM,,-8959673.94244037,5379528.88098882
218,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,4/21/2008 9:44:32 AM,290,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,4/21/2008 9:44:32 AM,8/11/2014 2:57:44 PM,,-8959468.34437451,5379362.81308084
219,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,7/18/2008 9:47:37 AM,291,REGION,TRAFFIC SIGNAL,ACTIVE,9/23/2008 12:00:00 AM,7/18/2008 9:47:37 AM,8/16/2013 9:32:46 AM,,-8955182.19044369,5372318.69489168
321,TRAFFIC SIGNAL,DTS TRANSPORTATION PLANNING,12/11/2009 12:00:00 AM,9366,KITCHENER,TRAFFIC SIGNAL,ACTIVE,12/11/2009 12:00:00 AM,12/11/2009 9:13:50 AM,8/12/2014 3:53:54 PM,1/1/2005 12:00:00 AM,-8955290.3130759,5381425.85010994
323,PEDESTRIAN SIGNAL,DTS TRANSPORTATION PLANNING,12/11/2009 12:00:00 AM,9368,KITCHENER,INTERSECTION PEDESTRIAN SIGNAL,ACTIVE,12/11/2009 12:00:00 AM,12/11/2009 9:28:58 AM,3/7/2023 5:58:34 PM,1/1/2006 12:00:00 AM,-8959671.79095484,5380492.25466815
328,TRAFFIC SIGNAL,2012 ORTHO,4/15/2012 12:00:00 AM,35931,REGION,TRAFFIC SIGNAL,ACTIVE,7/15/2013 12:00:00 AM,7/18/2013 2:08:28 PM,8/12/2014 3:53:54 PM,,-8954611.32006765,5381054.71181293
329,TRAFFIC SIGNAL,2012 ORTHO,4/15/2012 12:00:00 AM,35932,REGION,TRAFFIC SIGNAL,ACTIVE,7/18/2013 3:06:10 PM,7/18/2013 3:06:10 PM,8/12/2014 3:53:54 PM,,-8963078.14757068,5375021.00864695
330,TRAFFIC SIGNAL,2012 ORTHO,4/15/2012 12:00:00 AM,35933,REGION,TRAFFIC SIGNAL,ACTIVE,7/18/2013 3:06:21 PM,7/18/2013 3:06:21 PM,8/12/2014 3:53:54 PM,,-8963718.39098324,5374707.74631304
331,TRAFFIC SIGNAL,2012 ORTHO,4/15/2012 12:00:00 AM,35934,REGION,TRAFFIC SIGNAL,ACTIVE,7/18/2013 3:30:43 PM,7/18/2013 3:30:43 PM,8/11/2014 2:24:13 PM,,-8951744.62468819,5379672.06016776
332,TRAFFIC SIGNAL,2012 ORTHO,4/15/2012 12:00:00 AM,35936,REGION,TRAFFIC SIGNAL,ACTIVE,7/18/2013 4:50:23 PM,7/18/2013 4:50:23 PM,8/13/2014 3:20:30 PM,,-8966183.93323747,5377899.82371832
333,TRAFFIC SIGNAL,2012 ORTHO,4/15/2012 12:00:00 AM,35937,REGION,TRAFFIC SIGNAL,ACTIVE,7/18/2013 4:50:26 PM,7/18/2013 4:50:26 PM,8/13/2014 3:20:30 PM,,-8965577.79426352,5378193.79946611
335,PEDESTRIAN SIGNAL,DTS TRANSPORTATION PLANNING,4/15/2012 12:00:00 AM,36508,REGION,MIDBLOCK PEDESTRIAN SIGNAL,ACTIVE,8/13/2013 3:53:27 PM,8/13/2013 3:53:27 PM,3/31/2023 4:31:09 PM,1/1/2010 12:00:00 AM,-8963248.44342183,5381304.148954
336,PEDESTRIAN SIGNAL,DTS TRANSPORTATION PLANNING,4/15/2012 12:00:00 AM,36509,REGION,MIDBLOCK PEDESTRIAN SIGNAL,ACTIVE,8/13/2013 3:53:27 PM,8/13/2013 3:53:27 PM,3/31/2023 4:31:09 PM,1/1/0999 12:00:00 AM,-8956861.87731153,5379039.95049991
337,PEDESTRIAN SIGNAL,DTS TRANSPORTATION PLANNING,4/15/2012 12:00:00 AM,36510,REGION,MIDBLOCK PEDESTRIAN SIGNAL,ACTIVE,8/13/2013 3:53:27 PM,8/13/2013 3:53:27 PM,3/31/2023 4:31:09 PM,1/1/0999 12:00:00 AM,-8961849.88822695,5377158.93745596
